Player ID,Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
301,2026-01-11 09:48:07,22.377,channina,85.621,34.677,14,5,0,3.687,70,0,85.621,0,21,43,131,153,6,0,0
317,2026-01-05 22:21:25,10.304,Hyonoka,20.0,5.686,2,27,4,4.2,11,0,20,0,4,3,30,150,3,2,1
327,2026-01-29 22:24:05,8.5,Flato,29.032,6.245,1,9,1,5.4,9,0,29.032,0,4,3,45,155,10,7,1
330,2026-03-15 16:27:21,87.0,_nadeshiko,24.088,52.87,4,16,1,4.879,8,0,24.088,0,6,2,33,137,3,3,0
335,2026-03-22 21:57:25,82.67,xeyz,23.188,37.163,1,16,0,5.344,6,0,23.188,0,2,6,32,138,5,7,0
368,2026-01-11 09:48:07,6.5,arpia97,15.0,2.424,0,12,2,5.619,4,0,15,0,1,1,21,140,2,4,0
369,2026-01-11 09:48:07,9.405,florenz,31.373,5.145,0,5,2,5.375,7,0,31.373,0,3,0,48,153,6,0,0
388,2026-03-22 21:57:25,71.0,Tsuni,7.865,13.483,0,11,0,5.0,2,0,7.865,0,2,0,7,89,3,3,0
403,2026-03-22 21:57:25,87.37,AnnaYanami,26.0,60.413,2,27,1,5.188,9,0,26,0,6,5,39,150,12,10,1
410,2026-03-22 21:57:25,70.56,FoopyPoopy,8.387,2.865,0,9,8,6.0,5,0,8.387,0,1,0,13,155,8,10,0
416,2026-03-08 22:30:18,75.0,OkitaNobu,20.0,39.855,1,15,3,5.0,8,0,20,0,3,1,22,110,1,3,1
430,2026-03-15 16:27:21,95.0,HaruUrara,35.606,68.502,3,15,1,4.894,14,0,35.606,0,5,5,47,132,4,7,0
