Player Name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate
JuliAless64,33.721,8.146,34.44,3,4.879,0,33.721,0
Akaze,32.961,6.163,30.336,0,5.186,0,32.961,0
SaikiChan,25.828,7.712,31.769,3,4.564,0,25.828,0
Dry,24.503,5.492,32.528,1,4.946,0,24.503,0
Skychael,20.349,3.392,34.84,1,5.629,0,20.349,0
spanky,18.994,2.62,30.784,0,5.676,0,18.994,0
Konsumenci,13.462,2.018,39.453,1,5.905,0,13.462,0
,,,,,,,,
2025-07-18,,,,,,,,
AKl,74.49,33.283,24.531,18,2.767,0,74.49,0
badatlife,58.333,19.453,26.29,8,3.619,0,58.333,0
Diukes,58.268,21.22,25.633,9,3.297,0,58.268,0
Tsui,56.863,20.271,28.001,10,3.448,0,56.863,0
gro,43.902,14.151,24.879,7,3.611,0,43.902,0
HistoriaReiss,43.089,10.666,28.11,2,4.094,0,43.089,0
JuliAless64,38.889,7.906,30.968,1,4.595,0,38.889,0
neoburnz,35.345,8.76,32.233,3,4.268,0,35.345,0
Kuterin,27.778,7.773,29.541,4,4.267,0,27.778,0
Baikinman,26.724,5.7,30.678,1,4.548,0,26.724,0
beautiful,25,3.806,35.597,1,5.103,0,25,0
mkby,22.764,4.186,30.523,0,4.786,0,22.764,0
spanky,22.449,6.388,27.513,0,3.818,0,22.449,0
Progenitor,22.047,4.291,31.397,0,4.643,0,22.047,0
Chemist,21.552,5.458,31.232,2,4.4,0,21.552,0
uomi,21.26,4.593,25.668,0,4.519,0,21.26,0
Dry,20.588,4.349,28.988,1,4.619,0,20.588,0
mahzrunner,19.608,3.567,37.108,1,5,0,19.608,0
Fumiii,17.347,3.386,34.187,0,4.471,0,17.347,0
SaikiChan,16.327,4.278,31.694,1,4.062,0,16.327,0
Janoxx,15.748,3.521,27.192,1,4.55,0,15.748,0
Patoche49,14.815,2.239,35.201,0,5.312,0,14.815,0
Kenzou_Tenma,13.725,3.225,32.211,0,4.429,0,13.725,0
KasumiYozora,12.195,1.81,39.435,0,5.2,0,12.195,0
,,,,,,,,
2025-07-24,,,,,,,,
channina,80.451,34.969,25.686,20,3.252,0,80.451,0
badatlife,52.414,16.755,27.185,10,4.118,0,52.414,0
Diukes,49.286,13.737,29.315,2,4.159,0,49.286,0
Alkios,43.448,10.491,28.743,2,4.619,0,43.448,0
FaLiLV,40.909,11.034,28.445,1,4.159,0,40.909,0
JuliAless64,40,11.979,31.074,5,4.196,0,40,0
HistoriaReiss,37.013,11.623,28.314,5,4,0,37.013,0
Kuterin,34.286,10.135,30.198,4,4.167,0,34.286,0
beautiful,31.579,6.009,33.922,1,4.952,0,31.579,0
hmsuis,29.286,6.671,33.987,2,4.707,0,29.286,0
mkby,28.966,5.901,33.922,1,5.024,0,28.966,0
Progenitor,27.273,6.54,32.469,2,4.571,0,27.273,0
Dry,22.727,6.885,27.908,2,4.057,0,22.727,0
Chemist,22.069,4.476,31.616,2,5.312,0,22.069,0
spanky,20.301,4.34,33.008,1,4.963,0,20.301,0
Janoxx,8.271,1.029,38.967,0,6.091,0,8.271,0
,,,,,,,,
2025-08-01,,,,,,,,
Crocabulia,69.173,25.468,25.559,19,3.185,0,69.173,0
kar72,50,14.179,28.732,7,3.887,0,50,0
xieliann,46.535,14.313,26.493,6,3.681,0,46.535,0
Alkios,45.714,11.48,27.625,6,4.109,0,45.714,0
NicoIe,38.346,8.897,29.397,2,4.216,0,38.346,0
JuliAless64,37.143,8.426,31.272,2,4.308,0,37.143,0
comfv,32.673,8.841,26.299,4,4.061,0,32.673,0
yasashiikumo,30.645,5.366,36.325,1,4.895,0,30.645,0
Dry,29.839,8.054,29.894,7,4.324,0,29.839,0
provenance,26.429,5.536,30.109,3,4.622,0,26.429,0
mkby,21.782,4.094,30.288,1,4.864,0,21.782,0
Janoxx,20.714,3.869,31.273,3,5,0,20.714,0
Baikinman,20.161,3.503,34.449,0,4.96,0,20.161,0
THE_USUAL,18.797,2.247,33.816,0,5.4,0,18.797,0
Ephemeral,16.832,2.873,33.094,0,5,0,16.832,0
Kenzou_Tenma,14.286,3.136,29.884,1,4.526,0,14.286,0
,,,,,,,,
2025-08-08,,,,,,,,
Eryth,70.968,28.053,25.896,8,3.75,0,70.968,0
SUS_DOMESTICUS,63.75,18.961,28.85,9,4.598,0,63.75,0
badatlife,61.875,15.348,27.917,3,4.818,0,61.875,0
Crocabulia,61.585,17.753,28.895,4,4.545,0,61.585,0
Tsui,56.842,13.627,28.414,2,4.759,0,56.842,0
gro,51.053,14.859,26.633,4,4.505,0,51.053,0
anonimus_opinion,48.78,11.62,30.368,3,4.888,0,48.78,0
neoburnz,45,7.159,30.928,0,5.542,0,45,0
Thaleko,41.935,11.499,28.523,2,4.558,0,41.935,0
beautiful,39.024,6.923,32.615,0,5.359,0,39.024,0
GabrielaRobin,38.421,7.254,30.377,0,5.288,0,38.421,0
Fumiii,31.25,4.347,34.946,2,5.9,0,31.25,0
Dry,29.474,7.442,27.011,2,4.893,0,29.474,0
comfv,27.419,6.943,28.905,1,4.794,0,27.419,0
SaikiChan,23.78,4.499,32.663,1,5.436,0,23.78,0
chommy,7.258,2.273,29.698,1,4.889,0,7.258,0
,,,,,,,,
2025-08-15,,,,,,,,
Diukes,55.14,21.818,25.718,9,3.051,0,55.14,0
badatlife,52.101,20.557,25.135,13,3.161,0,52.101,0
Alkios,38.333,12.566,26.516,5,3.522,0,38.333,0
comfv,31.25,10.176,27.332,3,3.6,0,31.25,0
Progenitor,30.357,9.77,31.531,5,3.676,0,30.357,0
Kuterin,29.464,9.958,29.488,4,3.515,0,29.464,0
RaidenMei,28.333,10.553,29.711,7,3.441,0,28.333,0
md22,27.731,6.623,29.908,1,4.212,0,27.731,0
Dry,26.667,8.146,26.571,3,3.719,0,26.667,0
mkby,26.168,6.969,31.611,1,3.929,0,26.168,0
hmsuis,22.321,7.246,30.232,3,3.72,0,22.321,0
SaikiChan,19.626,5.441,34.549,2,4.048,0,19.626,0
Skychael,16.807,4.624,29.223,1,4,0,16.807,0
mahzrunner,16.667,4.595,32.566,2,4.2,0,16.667,0
VuhrCulls,15.126,3.711,34.364,1,4.444,0,15.126,0
OkitaNobu,11.215,2.737,36.823,1,4.5,0,11.215,0
,,,,,,,,
2025-10-03,,,,,,,,
badatlife,61.688,19.12,25.668,6,3.695,0,61.688,0
Diukes,56.25,16.542,27.868,5,3.877,0,56.25,0
Alkios,41.481,10.873,29.505,2,4.089,0,41.481,0
Milar,40.741,11.026,32.886,3,4.073,0,40.741,0
BlackCondor,40,14.02,30.22,10,3.685,0,40,0
comete,38.889,10.414,30.902,4,4.196,0,38.889,0
Dry,37.013,10.266,26.345,3,3.947,0,37.013,0
2486,34.815,11.994,28.376,7,3.702,0,34.815,0
753,31.111,8.488,32.42,2,4.071,0,31.111,0
SaikiChan,28.571,7.718,30.9,3,4.023,0,28.571,0
Chemist,26.667,7.08,29.672,4,4.25,0,26.667,0
AnnaYanami,25.694,4.982,36.382,0,4.703,0,25.694,0
2G70,25.694,6.083,29.015,1,4.405,0,25.694,0
Mika_tw,18.182,3.707,31.717,2,4.679,0,18.182,0
Janoxx,14.074,2.951,36.11,0,4.684,0,14.074,0
OkitaNobu,11.111,1.762,36.965,0,4.933,0,11.111,0
