Player Name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate
2025-08-07,,,,,,,,
Thaleko,45.27,15.106,30.343,5,3.582,0,0,45.27
Yokipi,41.379,15.824,27.184,9,3.354,0,0,41.379
JuliAless64,39.869,11.207,33.283,5,4.213,0,0,39.869
Fumiii,35.294,8.235,33.785,5,4.611,0,0,35.294
Alkios,34.459,10.113,30.501,3,3.922,0,0,34.459
BlackCondor,33.121,12.524,28.529,9,3.538,0,0,33.121
PLAY_MORE,29.936,9.466,28.209,6,3.957,0,0,29.936
Ephemeral,28.662,7.053,32.624,3,4.467,0,0,28.662
Bommie,27.451,4.975,36.484,1,5.024,0,0,27.451
mahzrunner,25,8.884,31.356,3,3.483,0,0,25
SaikiChan,24.837,7.07,36.261,3,4.342,0,0,24.837
provenance,20.382,5.909,32.576,3,4.312,0,0,20.382
Konsumenci,13.793,2.388,32.848,0,4.875,0,0,13.793
Janoxx,12.931,4.733,28.828,3,3.667,0,0,12.931
a_hooman,10.135,1.821,40.162,1,5.067,0,0,10.135
JustaWeirdo,9.459,1.118,39.524,0,5.429,0,0,9.459
,,,,,,,,
2025-08-22,,,,,,,,
YuriMeguri,48.062,17.693,29.163,11,3.548,0,0,48.062
Yokipi,47.761,20.231,28.862,16,3.328,0,0,47.761
Alkios,34.545,12.545,30.686,5,3.711,0,0,34.545
KaedeDayo,33.929,10.158,32.13,4,3.974,0,0,33.929
Ephemeral,32.456,8.058,34.468,4,4.514,0,0,32.456
BlackCondor,32.143,11.1,30.857,5,3.694,0,0,32.143
PLAY_MORE,30.702,7.165,32.025,3,4.543,0,0,30.702
Baikinman,30.233,6.171,34.093,0,4.667,0,0,30.233
Fumiii,29.6,6.91,31.408,1,4.432,0,0,29.6
mahzrunner,29.6,8.653,29.726,5,4.162,0,0,29.6
Orfey,29.091,9.48,33.587,4,3.906,0,0,29.091
Dummy_,28.07,5.043,33.831,0,4.844,0,0,28.07
Bommie,27.2,5.243,34.088,0,4.765,0,0,27.2
hmsuis,26.786,6.302,32.189,3,4.567,0,0,26.786
md22,26.119,5.694,37.53,2,4.771,0,0,26.119
Jakemonkey,25.893,6.277,30.618,2,4.448,0,0,25.893
SaikiChan,23.2,8.134,35.766,4,3.793,0,0,23.2
Dry,21.705,4.821,32.608,2,4.714,0,0,21.705
Solosion,21.642,5.352,39.656,4,4.69,0,0,21.642
anticool,18.421,3.134,36.815,0,5.095,0,0,18.421
ShelterRin,18.182,3.86,39.1,0,4.85,0,0,18.182
Janoxx,15.504,3.35,34.48,1,4.95,0,0,15.504
Homebad,11.94,2.081,47.04,1,5.562,0,0,11.94
JustaWeirdo,10.909,1.9,36.596,1,5.583,0,0,10.909
,,,,,,,,
2025-09-21,,,,,,,,
AKl,71.074,30.716,26.437,20,3,0,0,71.074
PoolNoodle,66.957,26.026,27.575,10,3.091,0,0,66.957
Miki_Hoshii,42.063,14.657,28.701,9,3.566,0,0,42.063
Revel,39.56,11.423,27.147,1,3.889,0,0,39.56
Rissa,37.624,13.384,27.274,4,3.447,0,0,37.624
TomoriKusunoki,36.508,10.719,28.74,6,3.935,0,0,36.508
ruuka,34.066,11.478,26.043,5,3.806,0,0,34.066
ASSMODE,33.333,13.956,24.535,8,3.206,0,0,33.333
JuliAless64,31.373,7.942,32.528,1,4.188,0,0,31.373
BlackCondor,30.769,13.13,26.008,7,3.179,0,0,30.769
provenance,28.926,7.714,33.692,1,4.057,0,0,28.926
KaedeDayo,28.431,6.709,33.05,1,4.345,0,0,28.431
mekoKicco,21.782,6.152,33.064,3,4.227,0,0,21.782
Ephemeral,21.739,5.578,36.002,0,3.88,0,0,21.739
BijouKoseki,21.429,3.88,32.992,1,4.741,0,0,21.429
AmamiyaSora,20.879,3.761,30.309,0,4.842,0,0,20.879
Janoxx,17.391,5.006,31.535,1,3.95,0,0,17.391
Fumiii,16.667,3.495,29.729,1,4.714,0,0,16.667
Zozo,14.851,3.613,32.113,1,4.467,0,0,14.851
sunshine_r_w_p,12.871,2.285,33.433,0,5,0,0,12.871
ranny,11.765,3.7,25.853,1,3.833,0,0,11.765
isischan,8.696,2.358,29.811,0,3.9,0,0,8.696
FoopyPoopy,2.479,0.218,38.514,0,5.667,0,0,2.479
,,,,,,,,
2025-10-15,,,,,,,,
PoolNoodle,66.957,26.211,26.932,13,3.597,0,0,66.957
Yokipi,50.407,17.039,28.206,9,4,0,0,50.407
Shortcake,42.763,12.392,29.073,6,4.338,0,0,42.763
Sniparook,42.466,12.513,32.245,6,4.323,0,0,42.466
kar72,40.789,10.847,29.665,3,4.5,0,0,40.789
Rissa,40.288,11.102,30.605,5,4.411,0,0,40.288
neoburnz,40.146,9.809,32.372,2,4.636,0,0,40.146
TomoriKusunoki,39.568,8.483,31.007,1,4.745,0,0,39.568
moosepi,38.356,10.289,35.105,4,4.518,0,0,38.356
yahallonyanpasu,36.585,10.987,29.749,6,4.289,0,0,36.585
doomchicken,36.496,10.478,31.246,4,4.38,0,0,36.496
xieliann,31.387,7.311,32.14,3,4.837,0,0,31.387
oh95,30.921,7.234,33.762,5,4.979,0,0,30.921
beautiful,30.435,5.973,34.344,0,4.971,0,0,30.435
MahiruShiina,29.452,6.957,36.887,5,4.977,0,0,29.452
Zozo,28.058,6.419,32.377,1,4.718,0,0,28.058
Kirox,26.016,4.163,37.258,1,5.406,0,0,26.016
ShelterRin,26.016,6.08,36.09,3,4.906,0,0,26.016
ponbot,24.348,5.564,35.61,3,5.071,0,0,24.348
provenance,20.144,4.975,33.724,2,4.857,0,0,20.144
BijouKoseki,18.978,2.589,39.772,0,5.692,0,0,18.978
ranny,13.816,1.118,36.756,0,6.524,0,0,13.816
VuhrCulls,13.043,1.69,36.615,0,5.733,0,0,13.043
a_hooman,8.219,0.749,48.1,0,6.417,0,0,8.219
,,,,,,,,
2025-10-22,,,,,,,,
AKl,67.241,27.797,25.972,15,3.436,0,0,67.241
SUS_DOMESTICUS,55.046,17.745,29.257,5,3.767,0,0,55.046
Sniparook,47.143,14.255,29.653,5,4.03,0,0,47.143
Yokipi,46.602,16.619,28.117,6,3.729,0,0,46.602
kar72,43.966,12.072,30.163,3,4.294,0,0,43.966
JuliAless64,42.143,10.821,33.082,3,4.322,0,0,42.143
Revel,40.164,12.376,29.155,5,4.061,0,0,40.164
yahallonyanpasu,36.885,12.636,27.784,3,3.756,0,0,36.885
remake,36.697,11.435,30.511,2,3.85,0,0,36.697
MrWolf,32.727,10.128,28.666,4,4.194,0,0,32.727
Selaph,30.909,7.872,30.246,1,4.529,0,0,30.909
moosepi,30,6.835,34.04,0,4.636,0,0,30
MahiruShiina,28.44,6.787,31.239,1,4.323,0,0,28.44
Alkios,27.143,8.176,28.98,3,4.184,0,0,27.143
Zozo,27.049,6.316,34.574,2,4.576,0,0,27.049
ShelterRin,23.77,5.399,34.72,3,4.759,0,0,23.77
Ephemeral,23.636,5.629,33.98,2,4.846,0,0,23.636
md22,23.301,6.916,31.809,2,4.333,0,0,23.301
provenance,23.301,6.38,33.011,1,4.458,0,0,23.301
beautiful,22.33,5.235,36.857,1,4.783,0,0,22.33
anticol,18.103,3.136,35.416,1,5.286,0,0,18.103
Edwardd,15,4.614,30.856,3,4.429,0,0,15
VuhrCulls,14.679,2.969,32.245,0,4.625,0,0,14.679
a_hooman,7.759,0.894,45.155,0,5.778,0,0,7.759
