Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Onlist,Offlist,Rig %,Rigs,Solo rigs,Missed solos,Rigs hit,Rigs missed,Lives lost on rigs,Offlist erigs,avg/8 of your rigs,Player ID,Offlist hit
2026-08-07 21:08:04,125,Diukes,58.716,155.295,4,4,0,3.609,30,48.837,65.152,0,10,16,64,109,1,4,0,80.702,34.615,52.294,57,6,2,46,11,2,0,3.368,38,18
2026-08-07 21:08:04,110,Alkios,53.39,138.203,3,8,0,3.746,32,75.758,44.706,0,12,12,63,118,4,1,0,96,41.935,21.186,25,5,0,24,1,1,0,3.84,84,39
2026-08-07 21:08:04,105,Baikinman,47.321,151.206,2,13,0,3.038,34,72.973,34.667,0,6,20,53,112,1,4,0,57.407,37.931,48.214,54,8,4,31,23,9,0,2.537,91,22
2026-08-07 21:08:04,105,chaabdu92,43.529,118.732,2,3,0,3.622,23,47.619,42.188,0,7,8,37,85,2,3,0,86.364,28.571,25.882,22,2,0,19,3,1,1,3.545,97,18
2026-08-07 21:08:04,90,Saiki,31.646,79.054,2,2,1,3.84,10,42.424,23.913,0,4,6,25,79,4,1,0,100,22.857,11.392,9,3,0,9,0,0,0,2.444,115,16
2026-08-07 21:08:04,95,Janoxx,32.911,124.168,7,2,0,3.038,16,42.424,26.087,0,10,6,26,79,4,1,0,100,19.697,16.456,13,12,0,13,0,0,0,1.846,121,13
2026-08-07 21:08:04,80,denero,40.678,81.079,1,8,0,4.292,17,51.515,36.471,0,7,6,48,118,4,1,0,96.552,22.472,24.576,29,3,0,28,1,0,0,4.31,140,20
2026-08-07 21:08:04,90,CM02,30.588,72.339,4,3,0,4.192,8,28.571,31.25,0,5,2,26,85,2,3,0,88.235,16.176,20,17,5,0,15,2,0,1,3.765,157,11
2026-08-07 21:08:04,75,hubcioskubcio,17.857,48.259,1,13,0,3.4,11,18.919,17.333,0,2,4,20,112,1,4,0,81.818,2.222,19.643,22,3,0,18,4,2,0,3.091,170,2
2026-08-07 21:08:04,95,ShelterRin,49.495,122.873,3,2,0,3.959,22,51.852,48.611,0,9,8,49,99,3,2,0,95.238,37.179,21.212,21,5,0,20,1,1,1,3.714,217,29
2026-08-07 21:08:04,105,Dry,32.143,93.812,1,13,0,3.278,21,32.432,32,0,4,10,36,112,1,4,0,65,13.889,35.714,40,4,6,26,14,2,0,2.65,228,10
2026-08-07 21:08:04,75,transfer,11.607,25.682,0,13,0,3.769,5,13.514,10.667,0,0,5,13,112,1,4,0,29.73,2.667,33.036,37,6,4,11,26,5,0,2.568,237,2
2026-08-07 21:08:04,75,yonyon,21.519,45.934,1,2,0,4.353,6,21.212,21.739,0,3,2,17,79,4,1,0,100,8.824,13.924,11,2,0,11,0,0,0,3.727,239,6
2026-08-07 21:08:04,110,hmsuis,49.495,122.058,3,2,0,4.0,23,62.963,44.444,0,7,13,49,99,3,2,0,100,34.211,23.232,23,5,0,23,0,0,1,3.739,276,26
2026-08-07 21:08:04,85,FeyFey,29.661,81.616,5,8,2,3.8,17,18.182,34.118,0,12,4,35,118,4,1,0,72.973,9.877,31.356,37,9,3,27,10,2,1,3.216,292,8
2026-08-07 21:08:04,80,2skr,24.706,69.34,3,3,0,3.857,10,38.095,20.312,0,5,2,21,85,2,3,0,94.118,7.353,20,17,10,0,16,1,1,0,2.941,334,5
2026-08-07 21:08:04,85,Heleos,38.983,84.96,1,8,0,4.13,20,48.485,35.294,0,11,6,46,118,4,1,0,93.548,19.54,26.271,31,8,0,29,2,1,0,3.516,348,17
2026-08-07 21:08:04,90,muenstier,45.872,96.123,0,4,0,4.04,18,48.837,43.939,0,6,9,50,109,1,4,0,100,32.955,19.266,21,0,0,21,0,0,0,3.81,403,29
2026-08-07 21:08:04,80,anicomi,28.283,57.142,1,2,0,4.464,11,40.741,23.611,0,7,0,28,99,3,2,0,65.517,12.857,29.293,29,5,0,19,10,3,1,3.655,405,9
2026-08-07 21:08:04,75,FoopyPoopy,32.323,71.636,2,2,0,4.281,14,40.741,29.167,0,6,2,32,99,3,2,0,92.857,8.451,28.283,28,7,0,26,2,0,0,4.179,410,6
2026-08-07 21:08:04,70,Raphtelia,23.853,64.767,2,4,0,3.615,12,16.279,28.788,0,7,3,26,109,1,4,0,100,8.791,16.514,18,4,0,18,0,0,0,3.5,426,8
2026-08-07 21:08:04,100,HaruUrara,39.241,123.512,4,2,0,3.29,19,30.303,45.652,0,8,10,31,79,4,1,0,85,23.729,25.316,20,7,1,17,3,0,0,2.95,430,14
2026-08-07 21:08:04,85,FurLain,28.235,73.838,2,3,0,3.833,12,33.333,26.562,0,4,5,24,85,2,3,0,91.667,17.808,14.118,12,1,0,11,1,1,0,3.083,477,13
2026-08-07 21:08:04,75,pekorrat,24.771,48.412,0,4,0,4.259,9,27.907,22.727,0,3,3,27,109,1,4,0,76.667,5.063,27.523,30,3,0,23,7,2,0,3.633,484,4
