Player Name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,,
Janoxx,34,8.159,30.043,1,4.294,34,0,0
Chemist,33.333,6.447,29.667,2,4.951,33.333,0,0
Poppysr,31.783,6.59,30.483,0,4.488,31.783,0,0
Pizza420,30.769,5.509,36.859,0,4.925,30.769,0,0
Yokipi,29.231,3.61,33.607,0,5.447,29.231,0,0
Swapin,28.682,5.193,33.55,0,4.676,28.682,0,0
SaikiChan,26.241,5.928,31.938,2,4.514,26.241,0,0
Dry,24.823,5.113,30.839,1,4.771,24.823,0,0
BigSmo,23,5.238,34.212,0,4.348,23,0,0
mahzrunner,19.685,2.716,32.638,0,5.32,19.685,0,0
mitsorubi,8.13,0.543,36.004,0,6.3,8.13,0,0
,,,,,,,,
2025-04-28,,,,,,,,
poyoyoyoyo,83.75,29.681,27.057,18,3.075,83.75,0,0
iryd,67.961,22.745,26.042,13,3.043,67.961,0,0
FaLiLV,57.353,16.771,27.842,11,3.333,57.353,0,0
Yolowolf75,50,11.889,32.1,5,3.814,50,0,0
oh95,45.652,10.648,29.554,5,3.841,45.652,0,0
Maki04,43.802,9.537,30.324,4,4.019,43.802,0,0
Coglionedown,38.806,8.551,32.036,2,4.019,38.806,0,0
Alkios,38.776,11.406,26.113,6,3.447,38.776,0,0
cafezinho,35.821,7.51,31.708,3,4.167,35.821,0,0
hmsuis,35.537,8.099,30.827,4,4,35.537,0,0
Poppysr,32.353,8.37,28.461,3,3.636,32.353,0,0
kabigon,31.356,6.028,32.043,2,4.351,31.356,0,0
Dry,28.75,5.408,31.462,1,4.522,28.75,0,0
SaikiChan,28.571,7.092,30.082,3,3.821,28.571,0,0
AmamiyaSora,28.358,5.336,35.187,5,4.632,28.358,0,0
Kirox,26.471,4.729,32.283,1,4.306,26.471,0,0
Yokipi,25.424,3.455,33.833,1,4.833,25.424,0,0
Konsumenci,25.362,5.765,29.121,4,4.086,25.362,0,0
mahzrunner,23.75,3.208,34.676,1,5.053,23.75,0,0
Flato,23.301,3.856,32.592,0,4.458,23.301,0,0
Swapin,23.188,3.247,33.637,0,4.844,23.188,0,0
rorf,23.14,4.788,29.126,2,4.071,23.14,0,0
yasashiikumo,19.417,2.961,31.171,0,4.6,19.417,0,0
miiarad,18.657,3.735,32.469,3,4.4,18.657,0,0
AnotherWish,17.476,2.252,29.816,0,4.778,17.476,0,0
legrandort,16.949,2.779,36.687,0,4.55,16.949,0,0
a_hooman,16.25,2.06,34.398,0,5.231,16.25,0,0
qwecocacola,15.217,2.793,34.227,2,4.619,15.217,0,0
JustaWeirdo,9.184,1.454,33.49,0,5,9.184,0,0
Tsuni,5.785,0.844,32.314,0,4.571,5.785,0,0
chommy,3.676,0.406,33.062,0,5.2,3.676,0,0
,,,,,,,,
2025-05-04,,,,,,,,
Miki_Hoshii,82.105,27.371,27.011,8,3.538,82.105,0,0
Baikinman,78.74,23.991,27.284,12,3.81,78.74,0,0
GyroInmobile,66.929,17.157,31.053,9,4.141,66.929,0,0
FaLiLV,57.857,16.417,28.607,11,4.173,57.857,0,0
Alkios,55.118,11.43,30.042,0,4.486,55.118,0,0
Yolowolf75,54.93,13.527,31.249,5,4.179,54.93,0,0
Shuuka,52.632,12.89,28.63,1,4.2,52.632,0,0
oh95,51.181,10.145,32.676,3,4.615,51.181,0,0
kar72,50.704,12.624,29.831,4,4.236,50.704,0,0
OnlyWorldDaiStar,46.429,8.755,32.46,4,4.815,46.429,0,0
KaedeDayo,42.143,6.724,33.336,2,5.068,42.143,0,0
neoburnz,40.714,6.824,32.83,1,5.035,40.714,0,0
MrWolf,40.541,12.843,27.54,5,3.8,40.541,0,0
cafezinho,37.857,6.375,33.706,1,5,37.857,0,0
aimyon,36.036,7.729,31.539,3,4.575,36.036,0,0
Jakemonkey,34.507,7.238,35.877,2,4.551,34.507,0,0
Emdiel,33.571,5.38,34.484,1,5.106,33.571,0,0
Rissa,33.333,7.305,31.083,2,4.514,33.333,0,0
Swapin,33.099,5.433,34.403,0,4.957,33.099,0,0
SaikiChan,30.986,7.07,30.018,2,4.455,30.986,0,0
LiljaKatsuragi,29.921,3.806,36.836,0,5.342,29.921,0,0
Flato,28.571,3.689,36.109,0,5.4,28.571,0,0
Poppysr,27.465,5.74,30.493,3,4.667,27.465,0,0
Kirox,27.368,4.117,33.629,0,5.154,27.368,0,0
mahzrunner,26.772,4.17,33.123,0,5.235,26.772,0,0
legrandort,26.056,4.185,37.009,0,5,26.056,0,0
Konsumenci,25.225,5.653,29.737,1,4.536,25.225,0,0
Janoxx,24.648,5.939,28.808,2,4.314,24.648,0,0
uy5gf,22.857,3.505,32.523,1,5.312,22.857,0,0
Serozero,20.472,2.89,31.487,1,5.423,20.472,0,0
Tsuni,7.087,1.059,38.518,0,5.222,7.087,0,0
chommy,6.316,0.569,31.905,0,6.167,6.316,0,0
,,,,,,,,
2025-05-10,,,,,,,,
Miki_Hoshii,76.344,28.423,27.196,10,3.676,76.344,0,0
civiltwlight1,69.841,24.363,27.302,13,3.841,69.841,0,0
Baikinman,69.027,22.51,28.617,10,4.051,69.027,0,0
Hejsan,68.269,29.218,25.847,16,3.549,68.269,0,0
Anoru_,55.455,14.553,31.099,1,4.344,55.455,0,0
comete,55.455,15.953,28.345,1,4.148,55.455,0,0
OnlyWorldDaiStar,52.066,13.21,28.686,4,4.571,52.066,0,0
FaLiLV,51.24,12.496,27.352,2,4.565,51.24,0,0
Yolowolf75,48.438,13.674,29.793,3,4.242,48.438,0,0
PulseVorteX,47.525,13.582,26.95,3,4.396,47.525,0,0
Alkios,46.094,11.783,28.692,2,4.373,46.094,0,0
Maki04,45.545,11.165,30.179,3,4.717,45.545,0,0
MrWolf,45.545,11.876,27.75,3,4.587,45.545,0,0
cafezinho,41.593,8.775,32.165,1,4.745,41.593,0,0
hmsuis,40.909,7.662,31.396,1,4.889,40.909,0,0
oh95,40.385,8.336,30.41,1,4.952,40.385,0,0
Tvaz,39.785,8.298,29.664,0,4.703,39.785,0,0
Kenzou_Tenma,36.719,8.977,26.861,1,4.489,36.719,0,0
753,34.127,6.504,30.351,0,4.814,34.127,0,0
Poppysr,33.884,9.695,27.983,3,4.512,33.884,0,0
Flato,32.692,7.092,33.95,3,5.059,32.692,0,0
Swapin,29.365,5.723,34.263,0,4.784,29.365,0,0
MAKENAI,28.713,4.028,35.254,0,5.552,28.713,0,0
MahiruShiina,28.319,5.257,32.221,0,4.969,28.319,0,0
Dry,26.882,6.878,29.077,0,4.32,26.882,0,0
Shiku,24.793,2.975,33.451,0,5.767,24.793,0,0
LiljaKatsuragi,22.115,2.38,33.965,0,5.826,22.115,0,0
SaikiChan,21.094,4.801,31.241,2,4.815,21.094,0,0
mahzrunner,19.355,3.515,31.037,0,5,19.355,0,0
Konsumenci,18.254,5.004,28.665,3,4.478,18.254,0,0
legrandort,17.699,2.903,33.872,1,5.4,17.699,0,0
Serozero,15.455,2.97,28.659,0,4.824,15.455,0,0
,,,,,,,,
2025-05-18,,,,,,,,
poyoyoyoyo,85.321,29.519,26.302,9,3.645,85.321,0,0
BlackCondor,81.308,35.173,24.803,18,3.184,81.308,0,0
Hejsan,77.273,26.151,27.043,9,3.755,77.273,0,0
Baikinman,70.297,20.9,29.071,6,4.042,70.297,0,0
FaLiLV,66.667,20.478,28.912,4,3.889,66.667,0,0
Yolowolf75,51.485,12.004,32.038,2,4.519,51.485,0,0
GyroInmobile,50.505,13.201,29.793,3,4.32,50.505,0,0
kkura_,50,12.636,28.777,0,4.258,50,0,0
OnlyWorldDaiStar,48.039,11.891,30.316,1,4.327,48.039,0,0
KaedeDayo,42.424,8.366,34.613,2,4.821,42.424,0,0
oh95,42.241,11.034,31.759,1,4.224,42.241,0,0
badatlife,41.667,8.679,30.899,1,4.745,41.667,0,0
AkihaPitsSniffer,41.176,10.242,26.64,1,4.31,41.176,0,0
Alkios,39.45,9.506,29.716,2,4.395,39.45,0,0
JuliAless64,37.374,8.05,32.421,1,4.703,37.374,0,0
Coglionedown,35.514,8.445,32.812,1,4.421,35.514,0,0
Poppysr,35.345,9.988,29.254,1,3.976,35.345,0,0
Tvaz,35.294,6.146,30.76,0,4.861,35.294,0,0
kabigon,34.677,7.829,31.71,2,4.605,34.677,0,0
Swapin,34.483,6.663,37.982,0,4.7,34.483,0,0
gro,33.333,10.27,25.746,4,4,33.333,0,0
Flato,32.787,6.944,35.992,2,4.625,32.787,0,0
MrWolf,32.632,10.892,27.135,4,3.903,32.632,0,0
753,31.481,5.997,32.859,0,4.824,31.481,0,0
xeyz,30.693,4.449,36.164,0,5.226,30.693,0,0
SaikiChan,30.275,6.263,32.27,1,4.758,30.275,0,0
aimyon,29.032,6.123,32.395,1,4.806,29.032,0,0
Rissa,28.283,7.353,31.585,3,4.536,28.283,0,0
cafezinho,27.419,5.323,32.957,0,4.824,27.419,0,0
spanky,26.471,7.417,25.919,2,4.185,26.471,0,0
Janoxx,26.168,7.004,27.877,0,4.143,26.168,0,0
md22,25.253,4.593,34.874,1,5.16,25.253,0,0
Megu29,21.311,4.411,35.46,1,4.692,21.311,0,0
AnotherWish,21.212,3.683,31.885,0,4.964,21.212,0,0
Skychael,21.101,3.976,31.441,0,5,21.101,0,0
KushamiTasukaru,20.492,3.863,31.367,0,4.92,20.492,0,0
mahzrunner,14.815,2.004,34.785,0,5.5,14.815,0,0
Bommie,10.28,1.627,34.202,0,5.273,10.28,0,0
,,,,,,,,
2025-05-26,,,,,,,,
Miki_Hoshii,77.901,27.95,26.674,18,3.844,77.901,0,0
Hejsan,75.333,26.809,27.01,12,3.858,75.333,0,0
Baikinman,66.46,21.141,26.279,5,3.897,66.46,0,0
FaLiLV,56.977,15.458,28.786,4,4.347,56.977,0,0
oh95,44.667,8.923,31.496,2,4.97,44.667,0,0
OnlyWorldDaiStar,43.605,10.319,29.806,2,4.68,43.605,0,0
Shuuka,43.478,11.32,27.24,4,4.371,43.478,0,0
JuliAless64,39.227,7.921,30.285,3,4.958,39.227,0,0
hmsuis,30.387,5.563,30.125,1,5.182,30.387,0,0
Janoxx,29.07,6.402,29.611,2,5.02,29.07,0,0
SaikiChan,26.708,5.202,30.605,1,4.907,26.708,0,0
AmamiyaSora,26,3.782,36.176,0,5.615,26,0,0
KushamiTasukaru,24.667,4.555,30.6,0,5.324,24.667,0,0
Konsumenci,21.739,4.954,27.043,0,4.657,21.739,0,0
Yokipi,20.93,3.808,35.028,3,5.528,20.93,0,0
yasashiikumo,18.232,2.717,30.862,0,5.636,18.232,0,0
,,,,,,,,
2025-06-01,,,,,,,,
poyoyoyoyo,84.762,28.001,27.167,7,3.775,84.762,0,0
Miki_Hoshii,81.69,24.865,28.789,12,3.983,81.69,0,0
BeakoLovely,75.54,23.618,26.855,8,3.962,75.54,0,0
Baikinman,73.438,19.561,28.348,6,4.34,73.438,0,0
iryd,71.429,19.155,27.797,4,4.153,71.429,0,0
FaLiLV,60.544,13.695,30.424,4,4.573,60.544,0,0
PoolNoodle,58.824,12.508,28.237,1,4.543,58.824,0,0
CarbonatedLove,57.031,11.907,30.987,3,4.808,57.031,0,0
florenz,56.115,13.328,30.268,3,4.615,56.115,0,0
Diukes,48.148,11.375,28.966,4,4.677,48.148,0,0
ChrisLefko,46.763,9.836,29.899,4,4.938,46.763,0,0
oh95,45.926,7.637,31.26,1,5.113,45.926,0,0
753,45.714,10.153,30.396,3,4.667,45.714,0,0
Alkios,42.857,8.862,30.972,4,4.857,42.857,0,0
beautiful,42.857,8.156,32.628,2,4.937,42.857,0,0
neoburnz,42.446,7.581,30.917,0,5.119,42.446,0,0
JuliAless64,41.007,7.346,32.544,0,5.018,41.007,0,0
Poppysr,40.141,10.574,29.48,5,4.386,40.141,0,0
hmsuis,40,6.32,30.914,0,5.095,40,0,0
Janoxx,36.134,7.346,27.493,0,4.651,36.134,0,0
Coglionedown,33.333,5.127,34.372,0,5.333,33.333,0,0
provenance,31.69,4.918,31.65,0,5.089,31.69,0,0
KNotAnyMore,29.688,3.814,35.634,0,5.684,29.688,0,0
SaikiChan,29.577,4.565,32.942,0,5.238,29.577,0,0
Konsumenci,26.667,5.447,28.137,2,5,26.667,0,0
Kirox,25.18,3.931,32.138,0,5.457,25.18,0,0
CipherKai,25.18,3.767,37.891,1,5.457,25.18,0,0
arpia97,17.687,1.95,36.293,0,5.731,17.687,0,0
MythAndroid,15.108,1.959,34.565,0,5.571,15.108,0,0
Kyuuuu,11.429,2.182,36.59,0,5.083,11.429,0,0
legrandort,10.084,1.262,37.928,0,5.5,10.084,0,0
,,,,,,,,
2025-06-08,,,,,,,,
BlackCondor,83.465,27.88,26.283,11,3.811,83.465,0,0
Hejsan,74.51,22.539,27.052,8,3.965,74.51,0,0
Baikinman,71.622,19.534,28.041,7,4.132,71.622,0,0
FaLiLV,64.748,15.571,26.734,1,4.378,64.748,0,0
kkura_,62.838,14.088,30.312,3,4.43,62.838,0,0
comete,61.151,16.834,28.481,6,4.235,61.151,0,0
PoolNoodle,60.14,14.223,29.589,3,4.453,60.14,0,0
OnlyWorldDaiStar,57.554,12.654,28.507,1,4.562,57.554,0,0
_nadeshiko,57.051,13.181,29.819,6,4.685,57.051,0,0
Diukes,52.318,13.722,28.127,6,4.392,52.318,0,0
oh95,49.64,9.229,30.023,1,4.841,49.64,0,0
KaedeDayo,47.436,7.545,34.139,2,5.243,47.436,0,0
beautiful,46.853,8.593,31.166,1,4.896,46.853,0,0
JuliAless64,46.154,9.135,31.38,3,4.931,46.154,0,0
Pile,45.033,9.947,30.587,3,4.75,45.033,0,0
Alkios,44.444,8.375,30.362,0,4.838,44.444,0,0
Tvaz,41.892,7.275,31.459,1,4.919,41.892,0,0
Poppysr,40.945,7.268,30.987,0,4.885,40.945,0,0
hmsuis,40.397,7.346,30.535,1,5.033,40.397,0,0
provenance,38.129,6.207,31.376,0,5.094,38.129,0,0
Flato,37.063,5.52,31.908,1,5.226,37.063,0,0
Janoxx,34.646,5.893,29.717,0,5.091,34.646,0,0
Konsumenci,27.273,3.507,31.421,0,5.513,27.273,0,0
SaikiChan,26.797,5.356,31.188,0,4.805,26.797,0,0
Ephemeral,26.144,3.157,33.864,0,5.575,26.144,0,0
Swapin,25.899,4.063,33.546,1,5.389,25.899,0,0
Progenitor,24.359,2.977,34.296,1,5.816,24.359,0,0
LiljaKatsuragi,19.205,2.808,32.957,0,5.552,19.205,0,0
AnotherWish,18.898,2.028,34.015,0,5.667,18.898,0,0
Dry,16.547,2.979,32.041,1,5.348,16.547,0,0
ranny,15.827,2.722,30.664,2,5.5,15.827,0,0
mitsorubi,13.514,2.727,33.837,0,5,13.514,0,0
,,,,,,,,
2025-06-15,,,,,,,,
iryd,81.618,23.51,28.488,3,3.811,81.618,0,0
BlackCondor,80.864,21.937,28.846,5,3.992,80.864,0,0
Miki_Hoshii,78.632,25.627,27.851,6,3.522,78.632,0,0
AKl,78.448,27.852,26.041,14,3.44,78.448,0,0
Baikinman,76.812,22.778,27.757,4,3.717,76.812,0,0
comete,61.682,17.049,30.131,4,3.955,61.682,0,0
OnlyWorldDaiStar,55.833,14.434,29.157,4,4.179,55.833,0,0
Thaleko,52.586,11.971,29.444,1,4.246,52.586,0,0
Yolowolf75,49.167,11.005,30.042,2,4.424,49.167,0,0
oh95,48.765,7.18,32.301,0,5.025,48.765,0,0
kkura_,46.721,10.273,30.535,0,4.316,46.721,0,0
Poppysr,46.721,14.161,28.916,5,3.86,46.721,0,0
SAVAGEGENIUS,43.382,7.691,32.731,0,4.712,43.382,0,0
Maki04,42.735,8.448,30.322,0,4.44,42.735,0,0
Swapin,38.525,7.014,35.539,1,4.745,38.525,0,0
SaikiChan,33.951,5.086,31.719,0,5.091,33.951,0,0
cafezinho,30.841,6.345,30.121,1,4.576,30.841,0,0
Janoxx,28.261,6.469,27.516,1,4.282,28.261,0,0
Kirox,28.037,5.038,32.772,0,4.7,28.037,0,0
AmamiyaSora,28.037,4.74,34.613,1,4.9,28.037,0,0
Sharet,27.586,4.413,35.247,0,4.844,27.586,0,0
gw13,24.265,4.437,33.551,1,4.758,24.265,0,0
mahzrunner,24.167,4.738,30.729,0,4.759,24.167,0,0
Tapumomo_,22.059,3.134,33.591,0,5.133,22.059,0,0
Vr0003,21.605,3.861,31.833,1,4.886,21.605,0,0
CipherKai,21.368,3.201,37.624,0,4.96,21.368,0,0
Yokipi,18.333,2.056,34.84,0,5.727,18.333,0,0
MythAndroid,16.667,2.507,36.761,0,5.087,16.667,0,0
ElJuanchi,9.483,1.967,36.123,0,4.545,9.483,0,0
Rhummy,6.838,1.479,35.94,0,4.375,6.838,0,0
,,,,,,,,
2025-06-23,,,,,,,,
BlackCondor,84.252,33.998,25.553,21,3.252,84.252,0,0
AKl,81.731,29.239,24.017,5,3.341,81.731,0,0
Baikinman,74.138,26.335,25.449,11,3.628,74.138,0,0
FaLiLV,61.6,17.389,27.982,4,4.039,61.6,0,0
Thaleko,50.442,12.436,28.96,3,4.263,50.442,0,0
oh95,48.673,12.654,27.94,4,4.182,48.673,0,0
NoobLefko,46.341,10.495,29.444,3,4.632,46.341,0,0
Maki04,42.4,9.134,31.757,1,4.623,42.4,0,0
Alkios,42.276,11.107,28.156,5,4.423,42.276,0,0
Kripparrian,37.5,9.034,24.789,0,4.231,37.5,0,0
Coglionedown,36.207,5.847,33.337,0,5.048,36.207,0,0
Flato,35.577,9.904,31.932,2,4.081,35.577,0,0
Swapin,35.2,6.612,35.393,1,4.841,35.2,0,0
SaikiChan,31.897,5.571,31.821,0,5.027,31.897,0,0
provenance,29.268,6.616,31.32,5,5.056,29.268,0,0
Poppysr,28.319,7.609,27.838,2,4.188,28.319,0,0
Dry,27.559,4.526,29.284,0,4.971,27.559,0,0
THE_USUAL,25.203,3.544,32.925,0,5.516,25.203,0,0
Janoxx,25.197,5.305,26.729,1,4.656,25.197,0,0
mahzrunner,22.047,4.384,30.592,0,4.679,22.047,0,0
miiarad,20.69,2.254,31.294,0,5.792,20.69,0,0
Skychael,20,2.956,28.808,0,5.2,20,0,0
qwecocacola,16.814,3.039,33.507,2,5.211,16.814,0,0
chommy,4.808,0.515,33.302,0,6,4.808,0,0
,,,,,,,,
2025-06-24,,,,,,,,
Miki_Hoshii,79.63,25.034,28.022,11,3.698,79.63,0,0
iryd,76.562,25.225,27.318,12,3.673,76.562,0,0
Baikinman,70.37,24.694,26.592,15,3.561,70.37,0,0
florenz,51.765,13.269,30.58,6,4.227,51.765,0,0
JuliAless64,39.062,7.271,31.635,1,4.78,39.062,0,0
oh95,38.889,8.317,30.187,3,4.635,38.889,0,0
cafezinho,35.294,7.054,29.984,1,4.683,35.294,0,0
Yokipi,29.63,4.38,34.043,0,5.188,29.63,0,0
Flato,28.906,5.416,34.072,1,4.838,28.906,0,0
BigSmo,27.778,4.715,33.389,1,5,27.778,0,0
provenance,27.059,5.553,30.302,2,4.826,27.059,0,0
AmamiyaSora,24.691,2.855,34.826,1,5.65,24.691,0,0
fiftypercentweeb,22.941,3.675,33.302,1,5.154,22.941,0,0
Gokozinho,19.136,2.679,35.808,0,5.387,19.136,0,0
mitsorubi,13.58,1.746,36.549,0,5.636,13.58,0,0
a_hooman,13.281,1.667,35.459,0,5.824,13.281,0,0
,,,,,,,,
2025-06-29,,,,,,,,
Hejsan,82.609,27.784,27.189,9,3.905,82.609,0,0
poyoyoyoyo,79.464,31.146,24.554,8,3.371,79.464,0,0
Baikinman,72.581,25.443,26.986,10,3.911,72.581,0,0
Baguett,64.423,18.613,29.455,4,4.209,64.423,0,0
comete,60.577,14.861,30.082,1,4.413,60.577,0,0
FaLiLV,59.854,15.538,26.843,2,4.476,59.854,0,0
florenz,59.13,13.314,29.31,1,4.559,59.13,0,0
Thaleko,57.692,13.357,29.355,1,4.667,57.692,0,0
mkby,46.154,9.063,28.483,1,4.95,46.154,0,0
oh95,45.985,11.338,27.96,3,4.746,45.985,0,0
SAVAGEGENIUS,44.355,8.997,31.569,1,4.945,44.355,0,0
Alkios,42.336,7.511,27.841,0,5.121,42.336,0,0
Coglionedown,40,7.783,32.747,1,5.115,40,0,0
Janoxx,33.871,8.041,26.73,0,4.571,33.871,0,0
Swapin,32.174,4.508,33.265,0,5.351,32.174,0,0
Skychael,27.737,5.919,27.858,0,4.921,27.737,0,0
SaikiChan,26.923,5.727,31.168,1,4.857,26.923,0,0
provenance,26.923,3.689,32.564,1,5.771,26.923,0,0
Flato,26.786,7.048,30.805,2,4.367,26.786,0,0
Poppysr,25,6.759,29.427,1,4.25,25,0,0
Yokipi,25,3.314,34.435,0,5.71,25,0,0
Konsumenci,20.192,3.53,32.982,1,5.286,20.192,0,0
mahzrunner,13.393,2.484,27.319,0,4.8,13.393,0,0
legrandort,13.043,0.966,38.073,0,6.2,13.043,0,0
,,,,,,,,
2025-07-06,,,,,,,,
Baikinman,74.38,22.749,27.705,8,3.756,74.38,0,0
FaLiLV,65.854,17.762,29.018,7,4.086,65.854,0,0
oh95,54.478,13.837,29.216,4,4.123,54.478,0,0
_nadeshiko,51.111,12.293,30.765,5,4.304,51.111,0,0
OnlyWorldDaiStar,50.382,12.475,28.75,4,4.121,50.382,0,0
Coglionedown,46.667,8.861,33.713,1,4.635,46.667,0,0
Tvaz,46.341,9.144,30.607,2,4.684,46.341,0,0
aimyon,46,8.464,30.043,1,4.913,46,0,0
gro,43.511,12.933,26.291,5,3.825,43.511,0,0
Poppysr,41.322,8.314,29.348,2,4.56,41.322,0,0
Chemist,41,7.696,29.803,3,5,41,0,0
Flato,33.058,6.614,33.914,2,4.65,33.058,0,0
Jakemonkey,32.836,6.242,33.674,3,4.795,32.836,0,0
Janoxx,32.593,7.543,30.066,4,4.477,32.593,0,0
Konsumenci,32.09,6.461,29.364,2,4.605,32.09,0,0
AmamiyaSora,30,4.102,34.134,0,5.433,30,0,0
Swapin,29.104,5.181,31.892,0,4.718,29.104,0,0
provenance,27.642,4.72,31.744,3,5.206,27.642,0,0
SaikiChan,22.901,4.885,31.142,1,4.567,22.901,0,0
MizukiNana,22.222,3.759,33.657,0,4.8,22.222,0,0
legrandort,21.138,3.445,35.101,1,5.346,21.138,0,0
gw13,20.611,4.054,34.264,1,4.63,20.611,0,0
Dummy_,18.182,3.022,31.328,0,5.182,18.182,0,0
,,,,,,,,
2025-07-13,,,,,,,,
BlackCondor,84.848,29.54,26.549,8,3.417,84.848,,
FaLiLV,65.546,21.343,28.937,10,3.744,65.546,,
oh95,55.357,13.876,30.729,3,4.161,55.357,,
OnlyWorldDaiStar,47.107,13.672,30.715,7,4,47.107,,
mkby,45.652,15.806,27.124,7,3.595,45.652,,
Alkios,42.268,14.644,27.341,5,3.512,42.268,,
Tvaz,41.071,10.05,28.778,2,4.304,41.071,,
Coglionedown,38.043,9.51,32.867,2,4.171,38.043,,
hmsuis,35.294,6.56,33.604,3,4.905,35.294,,
Janoxx,35.052,10.882,28.705,3,3.618,35.052,,
Swapin,33.696,7.659,32.534,1,4.29,33.696,,
Kenzou_Tenma,32.143,7.005,30.023,0,4.528,32.143,,
Maki04,30.579,6.881,30.634,1,4.486,30.579,,
md22,30.579,7.257,33.371,2,4.514,30.579,,
THE_USUAL,29.293,6.286,30.452,1,4.621,29.293,,
AmamiyaSora,28.283,4.447,35.543,0,4.964,28.283,,
Poppysr,27.835,8.074,29.846,1,3.852,27.835,,
Kirox,26.804,6.053,33.398,1,4.346,26.804,,
miiarad,26.786,6.982,30.568,2,4.3,26.786,,
mahzrunner,23.232,5.523,30.906,0,4.522,23.232,,
SaikiChan,21.008,4.625,30.241,2,4.84,21.008,,
KasumiYozora,19.328,3.053,37.158,1,5.261,19.328,,
Konsumenci,17.391,4.153,26.583,0,4.438,17.391,,
Dry,17.355,3.281,29.229,0,4.762,17.355,,
,,,,,,,,
2025-07-20,,,,,,,,
AKl,86.087,31.214,26.112,12,3.717,86.087,,
Kawada6,85.47,25.9,28.172,7,4.02,85.47,,
Baikinman,80.488,28.735,25.318,10,3.707,80.488,,
FaLiLV,57.759,16.93,28.867,3,4.164,57.759,,
OnlyWorldDaiStar,52.174,12.495,28.718,0,4.467,52.174,,
CarbonatedLove,51.456,12.803,29.615,2,4.528,51.456,,
oh95,50,13.098,30.007,0,4.345,50,,
gro,47.573,14.336,26.504,5,4.327,47.573,,
Maki04,46.154,8.343,31.833,0,4.889,46.154,,
mkby,45.652,11.306,28.971,1,4.476,45.652,,
Alkios,43.478,11.534,27.708,2,4.425,43.478,,
Coglionedown,42.718,10.021,30.377,2,4.75,42.718,,
OnlyAiM,42.276,9.597,29.301,0,4.519,42.276,,
beautiful,36.957,7.973,30.695,0,4.706,36.957,,
SaikiChan,29.268,5.031,30.732,0,5.056,29.268,,
Poppysr,29.06,5.381,30.386,0,4.971,29.06,,
kabao,28.448,4.87,34.316,0,5.121,28.448,,
Konsumenci,27.642,4.973,28.087,0,5.059,27.642,,
Flato,27.184,5.378,32.352,1,5.143,27.184,,
Janoxx,25,5.452,29.18,0,4.759,25,,
THE_USUAL,23.913,4.518,31.186,0,5.091,23.913,,
rorf,23.077,4.384,31.672,1,5.185,23.077,,
Kirox,22.609,3.493,31.355,0,5.385,22.609,,
Gokozinho,14.783,1.724,35.642,0,5.765,14.783,,
,,,,,,,,
2025-07-24,,,,,,,,
channina,87.356,33.529,26.156,11,3.395,87.356,,
poyoyoyoyo,82.292,30.981,26.024,14,3.633,82.292,,
Baikinman,69.697,25.014,26.2,10,3.58,69.697,,
PoolNoodle,60.331,11.839,30.099,1,4.849,60.331,,
moosepi,52.893,9.296,32.197,1,5.062,52.893,,
gro,49.558,16.878,25.439,5,3.625,49.558,,
neoburnz,49.038,9.79,29.969,2,4.98,49.038,,
OnlyWorldDaiStar,48.958,9.202,30.672,0,4.851,48.958,,
beautiful,44.231,8.237,31.295,3,5.152,44.231,,
oh95,42.478,9.088,30.289,1,4.542,42.478,,
Maki04,42.424,10.683,30.118,2,4.238,42.424,,
cafezinho,42.308,8.6,31.911,2,5.023,42.308,,
AnimeroD,38.843,8.092,30.227,4,5.021,38.843,,
Flato,34.513,8.231,32.193,2,4.487,34.513,,
Jakemonkey,30.769,5.451,33.251,1,5.375,30.769,,
Janoxx,29.885,7.14,26.486,0,4.385,29.885,,
AmamiyaSora,28.283,5.355,31.114,1,4.821,28.283,,
mahzrunner,26.446,3.629,30.281,1,5.562,26.446,,
harges,24.138,4.501,36.459,0,4.857,24.138,,
LiljaKatsuragi,21.875,2.226,34.927,0,5.762,21.875,,
ranny,19.54,4.369,30.3,1,4.824,19.54,,
ShelterRin,15.929,1.456,36.846,0,5.778,15.929,,
sunshine_r_w_p,13.542,2.553,33.628,0,4.923,13.542,,
VuhrCulls,9.091,1.415,31.588,0,5.333,9.091,,
,,,,,,,,
2025-07-28,,,,,,,,
Kawada6,75.385,22.276,27.64,7,3.888,75.385,,
Kyshua,70.492,23.796,26.095,10,3.663,70.492,,
florenz,63.816,14.979,30.602,5,4.34,63.816,,
neoburnz,52.632,11.268,29.601,3,4.5,52.632,,
OnlyWorldDaiStar,52.308,13.355,29.99,3,4.147,52.308,,
Alkios,52.212,14.279,28.467,5,4.051,52.212,,
xieliann,51.095,14.779,25.712,5,3.986,51.095,,
Pile,48.936,13.004,29.133,5,4.203,48.936,,
oh95,47.788,11.266,29.174,2,4.352,47.788,,
PoolNoodle,47.706,12.046,32.196,2,4.231,47.706,,
badatlife,47.518,11.16,28.213,5,4.478,47.518,,
beautiful,43.119,8.74,34.126,1,4.617,43.119,,
Tvaz,42.336,9.736,29.398,1,4.397,42.336,,
Maki04,42.308,8.983,30.134,1,4.509,42.308,,
Poppysr,37.589,8.094,29.299,3,4.66,37.589,,
KaedeDayo,36.923,8.177,33.209,2,4.438,36.923,,
