Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Player ID
2026-01-10 19:11:59,16.273,Alkios,66.393,19.934,4,8,0,4.037,41,66.393,0,0,6,23,81,122,3,2,0,84
2026-02-04 18:43:52,17.157,Alkios,65.289,21.099,3,4,0,4.025,34,65.289,0,0,9,21,79,121,1,4,0,84
2026-01-15 20:25:44,10.861,Animerod,37.405,8.942,2,10,0,4.347,14,37.405,0,0,3,8,49,131,3,3,0,85
2026-01-30 05:07:19,10.861,Animerod,39.552,7.54,4,13,2,5.0,10,39.552,0,0,5,3,53,134,4,2,0,85
2026-01-03 18:46:20,19.486,Baikinman,80.0,27.096,8,2,1,3.774,42,80,0,0,17,24,84,105,3,2,0,91
2026-01-06 20:54:30,19.47,kishua,73.786,25.617,8,7,0,3.566,39,73.786,0,0,10,28,76,103,0,5,0,91
2026-01-09 00:54:36,19.486,Baikinman,75.177,24.512,8,5,0,3.915,50,75.177,0,0,12,30,106,141,3,1,1,91
2026-01-10 19:11:59,19.486,Baikinman,80.189,28.856,9,3,0,3.553,46,80.189,0,0,13,30,85,106,0,5,0,91
2026-01-15 20:25:44,19.47,kishua,76.552,27.94,11,13,0,3.486,65,76.552,0,0,15,49,111,145,1,5,0,91
2026-01-23 20:50:49,19.47,kishua,76.786,31.034,15,3,0,3.558,50,76.786,0,0,21,16,86,112,5,0,0,91
2026-01-28 15:08:23,19.47,kishua,76.923,25.29,9,8,0,3.946,63,76.923,0,0,10,49,130,169,2,4,0,91
2026-02-04 18:43:52,17.63,kishua,79.31,27.748,8,6,1,4.033,43,79.31,0,0,12,19,92,116,4,1,0,91
2026-02-08 15:46:14,18.41,kishua,73.05,25.779,6,4,0,3.874,42,73.05,0,0,14,26,103,141,4,2,0,91
2026-02-10 21:22:07,18.82,kishua,76.923,30.37,12,7,0,3.733,44,76.923,0,0,18,22,90,117,3,2,0,91
2026-01-06 20:54:30,15.456,Comete,59.813,15.674,3,11,0,4.406,23,59.813,0,0,7,15,64,107,4,1,0,98
2026-01-23 20:50:49,15.456,Comete,59.483,13.026,1,6,0,4.667,17,59.483,0,0,4,6,69,116,1,4,0,98
2026-02-08 15:46:14,14.76,Comete,50.625,15.93,3,17,1,4.284,32,50.625,0,0,9,17,81,160,2,3,1,98
2026-02-10 21:22:07,14.8,Comete,51.923,16.244,3,7,0,4.204,23,51.923,0,0,9,11,54,104,3,2,0,98
2026-01-30 05:07:19,10.682,cafezinho,37.41,6.217,1,13,1,5.154,13,37.41,0,0,1,5,52,139,2,4,0,106
2026-01-28 15:08:23,11.945,Maki04,44.755,8.543,0,8,0,4.828,14,44.755,0,0,2,7,64,143,4,2,0,113
2026-01-03 18:46:20,9.936,Saiki,36.134,9.999,5,13,3,4.465,16,36.134,0,0,8,3,43,119,3,1,1,115
2026-01-06 20:54:30,9.909,Saiki,26.772,6.021,2,11,1,4.853,9,26.772,0,0,4,5,34,127,4,1,0,115
2026-01-10 19:11:59,9.936,Saiki,28.302,5.703,0,3,2,4.733,7,28.302,0,0,4,0,30,106,0,5,0,115
2026-01-15 20:25:44,9.909,Saiki,34.351,9.925,2,10,0,4.067,18,34.351,0,0,3,10,45,131,3,3,0,115
2026-01-23 20:50:49,9.909,Saiki,32.759,5.229,0,6,5,5.132,5,32.759,0,0,1,2,38,116,1,4,0,115
2026-01-27 23:01:56,9.936,Saiki,29.565,7.355,2,10,1,4.559,13,29.565,0,0,2,9,34,115,2,3,0,115
2026-01-31 18:49:14,9.936,Saiki,33.553,9.524,6,8,0,4.275,20,33.553,0,0,11,5,51,152,5,1,0,115
2026-02-04 18:43:52,11.286,Saiki,33.058,9.189,1,4,0,4.4,13,33.058,0,0,3,6,40,121,1,4,0,115
2026-02-07 19:14:36,10.936,Saiki,25.0,6.76,1,18,3,4.452,13,25,0,0,5,3,42,168,2,4,0,115
2026-02-08 15:46:14,10.632,Saiki,30.464,6.657,0,8,1,4.913,10,30.464,0,0,6,4,46,151,1,5,0,115
2026-02-10 21:22:07,10.276,Saiki,34.109,8.035,2,6,2,4.75,10,34.109,0,0,5,1,44,129,2,3,0,115
2026-02-11 19:51:50,10.161,Saiki,29.032,11.751,8,18,4,3.489,24,29.032,0,0,13,8,45,155,3,3,0,115
2026-01-06 20:54:30,10.266,Janoxx,37.383,8.399,2,11,1,4.825,12,37.383,0,0,4,5,40,107,4,1,0,121
2026-01-09 00:54:36,10.261,Janoxx,30.921,7.302,2,10,3,4.872,15,30.921,0,0,6,5,47,152,2,2,1,121
2026-01-10 19:11:59,10.261,Janoxx,35.246,6.571,0,8,1,4.953,11,35.246,0,0,2,3,43,122,3,2,0,121
2026-01-15 20:25:44,10.266,Janoxx,29.412,8.329,3,11,1,4.1,17,29.412,0,0,6,5,40,136,3,3,0,121
2026-01-23 20:50:49,10.266,Janoxx,38.793,7.487,0,6,0,4.978,10,38.793,0,0,4,3,45,116,1,4,0,121
2026-01-27 23:01:56,10.261,Janoxx,30.469,8.419,0,15,1,4.0,16,30.469,0,0,3,15,39,128,1,3,1,121
2026-01-31 18:49:14,10.261,Janoxx,30.657,7.407,1,10,0,4.429,17,30.657,0,0,3,6,42,137,2,4,0,121
2026-02-04 18:43:52,10.971,Janoxx,35.537,5.666,0,9,2,5.512,8,35.537,0,0,3,3,43,121,2,3,0,121
2026-02-07 19:14:36,10.782,Janoxx,31.915,7.914,1,14,2,4.667,12,31.915,0,0,7,5,45,141,6,0,0,121
2026-02-08 15:46:14,11.518,Janoxx,28.477,8.104,2,8,4,4.442,12,28.477,0,0,5,7,43,151,1,5,0,121
2026-01-03 18:46:20,9.774,Konsumenci,28.696,5.272,1,7,0,4.97,7,28.696,0,0,3,1,33,115,2,3,0,123
2026-01-06 20:54:30,9.756,Konsumenci,36.0,7.453,0,4,0,4.644,14,36,0,0,4,2,45,125,3,2,0,123
2026-01-10 19:11:59,9.774,Konsumenci,32.673,7.053,0,5,1,4.606,8,32.673,0,0,1,4,33,101,4,0,1,123
2026-01-27 23:01:56,9.774,Konsumenci,34.783,8.198,2,10,2,4.525,14,34.783,0,0,4,9,40,115,2,3,0,123
2026-01-31 18:49:14,9.774,Konsumenci,27.737,6.815,3,10,1,4.421,13,27.737,0,0,4,5,38,137,2,4,0,123
2026-02-04 18:43:52,11.082,Konsumenci,33.058,6.221,1,9,2,5.325,9,33.058,0,0,3,4,40,121,2,3,0,123
2026-02-07 19:14:36,10.993,Konsumenci,33.766,8.133,2,16,0,4.75,12,33.766,0,0,6,3,52,154,3,3,0,123
2026-02-10 21:22:07,11.108,Konsumenci,25.833,6.124,2,15,2,4.774,6,25.833,0,0,3,3,31,120,1,4,0,123
2026-02-11 19:51:50,10.645,Konsumenci,34.483,9.343,5,14,2,4.44,16,34.483,0,0,8,6,50,145,3,3,0,123
2026-01-09 00:54:36,9.749,shadismith,18.868,3.122,0,1,3,5.3,4,18.868,0,0,1,0,20,106,0,5,0,126
2026-01-03 18:46:20,13.17,ChrisLefko,50.42,11.824,4,13,0,4.633,17,50.42,0,0,6,9,60,119,3,1,1,133
2026-01-10 19:11:59,13.17,ChrisLefko,56.835,13.755,0,7,1,4.304,29,56.835,0,0,7,15,79,139,3,1,1,133
2026-01-23 20:50:49,13.089,ChrisLefko,50.943,13.545,2,7,0,4.463,20,50.943,0,0,3,10,54,106,1,4,0,133
2026-01-28 15:08:23,13.089,ChrisLefko,51.049,11.942,1,8,0,4.521,20,51.049,0,0,5,9,73,143,4,2,0,133
2026-01-31 18:49:14,13.17,ChrisLefko,48.905,12.923,4,10,0,4.119,27,48.905,0,0,5,13,67,137,2,4,0,133
2026-02-07 19:14:36,14.068,ChrisLefko,54.61,14.278,6,14,0,4.519,17,54.61,0,0,9,7,77,141,6,0,0,133
2026-02-08 15:46:14,15.539,ChrisLefko,46.25,13.673,4,17,0,4.446,26,46.25,0,0,8,12,74,160,2,3,1,133
2026-02-10 21:22:07,15.211,ChrisLefko,50.82,12.282,1,13,1,4.742,22,50.82,0,0,3,12,62,122,1,4,0,133
2026-02-11 19:51:50,14.553,ChrisLefko,48.889,15.487,10,25,0,4.121,24,48.889,0,0,15,7,66,135,3,3,0,133
2026-01-03 18:46:20,7.632,mahzrunner,24.762,3.115,0,2,1,5.577,3,24.762,0,0,2,1,26,105,3,2,0,143
2026-01-06 20:54:30,7.717,mahzrunner,14.286,3.248,2,5,0,5.059,5,14.286,0,0,2,1,17,119,3,2,0,143
2026-01-10 19:11:59,7.632,mahzrunner,23.741,2.716,0,7,2,5.576,2,23.741,0,0,0,0,33,139,3,1,1,143
