player name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate,rigs,rigs hit,correct count,song count,Rigs missed,Offlist GR,,
yasashiikumo,19.231,,27.809,0,4.72,24,20.833,12.121,26,18,25,130,8,6.73%,,241
hubcioskubcio,19.149,,25.878,2,4.926,19.355,16.393,22.449,26,21,27,141,5,5.22%,,170
KatyushaS,18.095,,23.431,2,4.105,29.412,9.091,22.727,21,16,19,105,5,3.57%,,207
psirockin,17.757,,24.323,2,3.895,13.333,14.815,23.684,25,15,19,107,10,4.88%,,180
Pengvinen,16.379,,26.744,2,4.789,33.333,15.385,12.245,17,12,19,116,5,7.07%,,254
JustaWeirdo,8.73,,29.342,0,5.273,10.714,2.174,13.462,17,10,11,126,7,0.92%,,171
,,,,,,,,,,,,,,,,
2024-05-14,,,,,,,,,,,,,,,,#N/A
neoburnz,56.557,,24.91,7,3.812,66.667,61.29,45.238,36,34,69,122,2,40.70%,,59
GabrielaRobin,55.556,,22.726,6,3.892,68.421,51.064,54.902,25,22,65,117,3,46.74%,,83
Emdiel,53.077,,24.847,7,4.014,38.095,52.381,60.87,48,44,69,130,4,30.49%,,88
Diukes,50.407,,23.682,5,4.048,57.143,64,37.288,45,33,62,123,12,37.18%,,38
mahzrunner,48.78,,24.408,3,4.033,57.143,44,50.847,42,35,60,123,7,30.86%,,143
ilmatar,47,,24.443,2,3.957,46.667,46.939,47.222,41,36,47,100,5,18.64%,,94
BigSmo,39.837,,24.547,7,3.898,57.143,26,47.458,52,35,49,123,17,19.72%,,230
Floth,37.607,,25.192,3,4.545,31.579,38.298,39.216,18,15,44,117,3,29.29%,,179
Fumiii,36.923,,25.763,1,4.354,28.571,38.095,39.13,42,37,48,130,5,12.50%,,119
MageFlameFreeze,36.066,,27.295,2,4.341,33.333,37.097,35.714,27,24,44,122,3,21.05%,,151
Progenitor,33.846,,25.202,2,4.318,42.857,39.683,21.739,35,30,44,130,5,14.74%,,238
LaggyGlassySky,31.624,,25.667,0,4.703,36.842,29.787,31.373,27,25,37,117,2,13.33%,,265
CM02,26.496,,26.17,0,4.871,21.053,27.66,27.451,28,25,31,117,3,6.74%,,157
Skychael,25.385,,22.526,3,3.758,33.333,25.397,21.739,26,22,33,130,4,10.58%,,160
OnlyWorldDaiStar,22.764,,27.73,0,4.679,64.286,18,16.949,33,16,28,123,17,13.33%,,133
MythAndroid,18.852,,27.677,0,5.043,16.667,14.516,26.19,34,17,23,122,17,6.82%,,225
,,,,,,,,,,,,,,,,
2024-05-13,,,,,,,,,,,,,,,,#N/A
Keiko,66.316,,23.158,9,3.397,53.333,57.5,80,28,25,63,95,3,56.72%,,11
Rissa,60.432,,26.725,3,3.821,59.091,60.606,60.784,64,58,84,139,6,34.67%,,47
rkgz,55.814,,29.191,0,4.347,66.667,58.209,44.737,29,29,72,129,0,43.00%,,229
yahallonyanpasu,53.472,,23.971,8,3.662,70.37,51.852,47.619,26,24,77,144,2,44.92%,,16
GabrielaRobin,51.818,,25.008,1,3.754,60,53.191,44.737,24,20,57,110,4,43.02%,,83
Zozo,49,,26.448,1,4.306,50,48.78,48.571,24,17,49,100,7,42.11%,,149
KSANTE4700HP,47.191,,24.771,5,3.833,55.556,44.444,46.154,24,19,42,89,5,35.38%,,45
Jessi,46.847,,26.187,4,4.135,41.176,47.17,48.78,27,27,52,111,0,29.76%,,226
zental,46.316,,27.068,2,4.114,46.667,40,52.5,35,35,44,95,0,15.00%,,156
Floth,45.192,,24.352,4,3.702,62.5,38.776,46.154,31,30,47,104,1,23.29%,,179
Maki04,43.363,,28.922,2,4.082,61.111,42.308,37.209,28,24,49,113,4,29.41%,,113
Legitted,43.269,,26.236,0,4.111,56.25,44.898,35.897,15,15,45,104,0,33.71%,,112
Fumiii,41.86,,27.653,5,4.352,41.667,41.791,42.105,45,36,54,129,9,21.43%,,119
Konsumenci,41.818,,22.71,3,3.761,60,36.17,36.842,27,27,46,110,0,22.89%,,123
cafezinho,41,,26.798,3,4.024,45.833,43.902,34.286,40,28,41,100,12,21.67%,,106
Sayuriii,39.568,,27.305,0,4.109,13.636,37.879,52.941,44,42,55,139,2,13.68%,,154
Alkios,38.889,,26.074,1,4.339,51.852,42.593,30.159,27,22,56,144,5,29.06%,,84
RaidenMei,38.739,,25.988,5,4.209,47.059,39.623,34.146,26,24,43,111,2,22.35%,,275
Ephemeral,38.202,,25.554,2,4.206,50,33.333,38.462,28,25,34,89,3,14.75%,,109
Bommie,38.194,,28.241,1,4.182,18.519,42.593,42.857,57,41,55,144,16,16.09%,,150
Zeal_Kido,37.168,,25.813,4,3.762,50,26.923,44.186,31,24,42,113,7,21.95%,,105
Progenitor,37.079,,25.379,1,4.394,50,44.444,15.385,22,17,33,89,5,23.88%,,238
LaggyGlassySky,37,,26.609,1,4.378,20.833,34.146,51.429,25,24,37,100,1,17.33%,,265
mahzrunner,34.532,,28.685,2,4.25,36.364,27.273,43.137,34,27,48,139,7,20.00%,,143
Neumann,34.109,,28.33,4,4.364,25,34.328,39.474,36,30,44,129,6,15.05%,,221
Jakemonkey,32.743,,28.729,3,4.162,38.889,32.692,30.233,17,17,37,113,0,20.83%,,134
Sheru,32.632,,26.529,1,4.258,26.667,30,37.5,29,27,31,95,2,6.06%,,145
Saiyuki,32,,24.107,2,3.719,33.333,31.707,31.429,27,19,32,100,8,17.81%,,300
VuhrCulls,31.532,,28.203,4,4.257,29.412,35.849,26.829,30,25,35,111,5,12.35%,,223
rorf,31.532,,26.83,4,4.371,35.294,32.075,29.268,31,26,35,111,5,11.25%,,201
BigSmo,28.846,,26.956,2,4.433,25,24.49,35.897,30,23,30,104,7,9.46%,,230
legrandort,25.694,,27.534,1,4.595,11.111,27.778,30.159,29,28,37,144,1,7.83%,,159
Serozero,25.664,,24.348,3,3.759,33.333,26.923,20.93,30,25,29,113,5,4.82%,,236
Janoxx,25.455,,21.437,4,3.393,36,21.277,23.684,19,18,28,110,1,10.99%,,121
IAmAsianNoob,23.596,,26.594,0,4.905,22.222,22.222,26.923,10,10,21,89,0,13.92%,,164
Pengvinen,23.022,,29.527,1,4.531,18.182,24.242,23.529,26,24,32,139,2,7.08%,,254
psirockin,18.947,,26.762,1,4.944,13.333,15,25,29,16,18,95,13,3.03%,,180
TateyamaAyano,15.455,,26.823,0,4.118,24,12.766,13.158,22,12,17,110,10,5.68%,,174
KatyushaS,12.5,,22.226,4,3.923,6.25,12.245,15.385,19,13,13,104,6,0.00%,,207
,,,,,,,,,,,,,,,,
2024-05-16,,,,,,,,,,,,,,,,#N/A
kar72,69.048,,22.69,3,3.954,60.87,76.744,66.667,42,36,87,126,6,60.71%,,20
Emdiel,59.036,,22.903,5,3.714,58.333,55.882,62.162,36,34,49,83,2,31.91%,,88
GabrielaRobin,54.386,,23.721,2,3.984,56.522,46.667,60.87,29,24,62,114,5,44.71%,,83
yahallonyanpasu,49.505,,21.195,5,3.4,64.706,56.098,37.209,21,18,50,101,3,40.00%,,16
Jessi,45.238,,23.981,3,4.404,43.478,46.512,45,30,30,57,126,0,28.13%,,226
SaikiChan,41.237,,24.059,3,4.15,44.444,37.778,44.118,20,20,40,97,0,25.97%,,115
MrWolf,39.823,,22.593,4,4,52.941,33.333,40.741,33,22,45,113,11,28.75%,,103
Neumann,37.719,,23.875,4,4.233,26.087,28.889,52.174,34,31,43,114,3,15.00%,,221
mahzrunner,37.168,,24.116,5,3.667,52.941,23.81,42.593,30,26,42,113,4,19.28%,,143
zental,36.842,,25.195,2,4.095,26.087,40,39.13,27,27,42,114,0,17.24%,,156
uy5gf,36.607,,24.844,4,4,47.368,37.5,31.111,43,27,41,112,16,20.29%,,148
Jakemonkey,36.607,,26.158,3,4.098,31.579,25,51.111,27,26,41,112,1,17.65%,,134
Maki04,35.052,,25.998,1,4.265,50,33.333,29.412,24,20,34,97,4,19.18%,,113
Janoxx,34.653,,17.626,4,3,58.824,26.829,32.558,22,22,35,101,0,16.46%,,121
Ephemeral,34.524,,23.102,3,3.586,15.385,34.375,41.026,21,18,29,84,3,17.46%,,109
rorf,34.021,,24.029,2,4.061,33.333,31.111,38.235,21,21,33,97,0,15.79%,,201
Alkios,33.036,,25.811,1,4.405,31.579,33.333,33.333,17,13,37,112,4,25.26%,,84
RaidenMei,33.036,,26.463,2,4.324,42.105,35.417,26.667,27,22,37,112,5,17.65%,,275
BigSmo,30.952,,24.332,5,3.577,23.077,21.875,41.026,24,17,26,84,7,15.00%,,230
Floth,29.762,,23.346,4,3.44,15.385,28.125,35.897,17,17,25,84,0,11.94%,,179
Konsumenci,28.916,,22.028,2,4.167,41.667,17.647,35.135,10,9,24,83,1,20.55%,,123
cafezinho,28.713,,23.056,1,3.793,17.647,26.829,34.884,33,24,29,101,9,7.35%,,106
Sheru,26.506,,23.068,1,4.364,16.667,26.471,29.73,16,14,22,83,2,11.94%,,145
OnlyWorldDaiStar,25.664,,26.907,2,4.276,47.059,19.048,24.074,33,19,29,113,14,12.50%,,133
SakuraMitsutsuki,24.603,,24.779,1,4.71,43.478,27.907,15,24,18,31,126,6,12.75%,,300
IAmAsianNoob,23.762,,26.883,3,3.917,17.647,19.512,30.233,18,16,24,101,2,9.64%,,164
legrandort,23.684,,27.306,1,5.222,8.696,28.889,26.087,20,18,27,114,2,9.57%,,159
Skychael,21.649,,21.972,2,3.762,33.333,13.333,26.471,21,15,21,97,6,7.89%,,160
KatyushaS,21.429,,19.955,3,3.278,15.385,25,20.513,19,15,18,84,4,4.62%,,207
,,,,,,,,,,,,,,,,
2024-05-16,,,,,,,,,,,,,,,,#N/A
PoolNoodle,64.706,,24.057,2,3.818,60,59.524,72.5,20,20,66,102,0,56.10%,,21
YuriMeguri,53.933,,22.762,5,3.271,62.5,64.516,42.857,28,25,48,89,3,37.70%,,34
Zozo,50.4,,23.916,4,3.333,36.364,43.137,63.462,34,29,63,125,5,37.36%,,149
GabrielaRobin,50,,23.244,5,3.615,47.826,56.41,45.238,24,23,52,104,1,36.25%,,83
Rissa,46.739,,24.728,4,3.837,54.167,48.571,39.394,30,27,43,92,3,25.81%,,47
Maki04,45.679,,23.831,5,3.459,60.87,33.333,48,14,13,37,81,1,35.82%,,113
Floth,43.802,,25.622,3,4.094,53.846,36.538,46.512,39,38,53,121,1,18.29%,,179
mahzrunner,42.975,,24.41,6,3.769,53.846,36.538,44.186,35,31,52,121,4,24.42%,,143
Ephemeral,41.322,,26.098,3,4.36,46.154,38.462,41.86,28,23,50,121,5,29.03%,,109
Jessi,40.449,,23.249,5,3.556,43.75,29.032,47.619,23,23,36,89,0,19.70%,,226
Wuffles,38.462,,26.587,4,3.575,34.783,41.026,38.095,27,24,40,104,3,20.78%,,202
SaikiChan,38.235,,23.016,5,3.923,25,33.333,50,15,14,39,102,1,28.74%,,115
Sheru,37.5,,22.652,5,3.41,34.783,43.59,33.333,32,28,39,104,4,15.28%,,145
BEYBLADEX,35.802,,22.795,3,3.552,47.826,30.303,32,18,18,29,81,0,17.46%,,117
Pile,35.2,,23.521,4,3.659,54.545,31.373,30.769,52,35,44,125,17,12.33%,,81
BigSmo,34.783,,26.058,5,4.031,45.833,22.857,39.394,31,25,32,92,6,11.48%,,230
Progenitor,32.609,,25.877,1,4.133,41.667,28.571,30.303,25,23,30,92,2,10.45%,,238
RaidenMei,32.558,,23.067,3,3.821,25,34.286,34.286,17,15,28,86,2,18.84%,,275
LaggyGlassySky,31.395,,24.935,1,4.037,25,34.286,31.429,20,19,27,86,1,12.12%,,265
rorf,29.07,,23.961,1,4.24,12.5,31.429,34.286,14,13,25,86,1,16.67%,,201
cafezinho,28.8,,26.234,0,4.333,27.273,33.333,25,43,25,36,125,18,13.41%,,106
IAmAsianNoob,27.451,,25.284,0,4.679,25,21.429,35,15,13,28,102,2,17.24%,,164
Serozero,25.926,,22.65,3,3.619,21.739,27.273,28,21,14,21,81,7,11.67%,,236
legrandort,20.661,,27.37,2,4.52,3.846,25,25.581,20,20,25,121,0,4.95%,,159
Janoxx,19.753,,18.484,5,3.062,26.087,15.152,20,12,12,16,81,0,5.80%,,121
CM02,18.478,,27.218,0,4.765,25,17.143,15.152,14,11,17,92,3,7.69%,,157
MythAndroid,17.978,,26.779,1,4.125,25,12.903,19.048,24,14,16,89,10,3.08%,,225
psirockin,17.308,,22.802,2,3.667,13.043,15.385,21.429,21,15,18,104,6,3.61%,,180
KatyushaS,16,,24.607,3,3.1,13.636,17.647,15.385,23,18,20,125,5,1.96%,,207
Nefregar,14.607,,27.324,1,4.308,18.75,19.355,9.524,16,11,13,89,5,2.74%,,200
JustaWeirdo,11.765,,20.107,0,4.833,10,9.524,15,15,9,12,102,6,3.45%,,171
,,,,,,,,,,,,,,,,
2024-05-18,,,,,,,,,,,,,,,,#N/A
Thaleko,54.545,,24.393,9,3.81,51.515,52.941,58.491,44,42,84,154,2,38.18%,,52
neoburnz,52.381,,25.001,4,3.894,53.125,57.692,45.238,42,37,66,126,5,34.52%,,59
Mami,45.926,,24.519,3,4.097,41.935,50,41.176,21,19,62,135,2,37.72%,,274
wideFrogeWorried,45.185,,24.697,6,4,35.484,50,44.118,34,31,61,135,3,29.70%,,128
Fumiii,44.156,,25.812,4,4.103,39.394,42.647,49.057,59,54,68,154,5,14.74%,,119
Beokros,44.037,,22.894,6,3.771,40,40,51.282,36,35,48,109,1,17.81%,,87
Alkios,38.519,,25.63,1,4.327,41.935,40,32.353,20,19,52,135,1,28.70%,,84
Progenitor,35.065,,25.064,4,4.074,33.333,44.118,24.528,48,38,54,154,10,15.09%,,238
Himemiya,34.862,,23.691,1,4.211,30,32,41.026,18,16,38,109,2,24.18%,,63
rorf,34.127,,24.018,5,3.977,43.75,34.615,26.19,35,30,43,126,5,14.29%,,201
MoltenAshes,33.333,,25.798,1,4.524,31.25,42.308,23.81,23,19,42,126,4,22.33%,,102
Janoxx,33.028,,20.319,5,3.639,60,24,30.769,15,15,36,109,0,22.34%,,121
OnlyWorldDaiStar,31.111,,27.671,0,4.548,61.29,21.429,23.529,47,28,42,135,19,15.91%,,133
Sheru,27.778,,23.986,1,4.171,21.875,28.846,30.952,28,24,35,126,4,11.22%,,145
Serozero,22.936,,22.533,2,3.96,25,22,23.077,29,22,25,109,7,3.75%,,236
Nefregar,21.429,,25.978,0,4.212,30.303,20.588,16.981,46,31,33,154,15,1.85%,,200
,,,,,,,,,,,,,,,,
2024-05-18,,,,,,,,,,,,,,,,#N/A
kar72,70.748,,27.174,3,3.923,66.667,72.308,71.154,35,31,104,147,4,65.18%,,20
neoburnz,63.248,,26.658,4,4.041,70.37,61.905,60.417,40,37,74,117,3,48.05%,,59
Rissa,55.556,,24.62,6,3.5,43.75,55.263,61.111,32,29,50,90,3,36.21%,,47
SaikiChan,55.285,,25.483,8,4.176,48.148,55.357,60,30,30,68,123,0,40.86%,,115
YuriMeguri,55.102,,24.497,6,3.315,65.217,63.889,41.026,41,32,54,98,9,38.60%,,34
Wuffles,45.528,,29.15,0,4.857,55.556,42.857,42.5,23,19,56,123,4,37.00%,,202
Fumiii,45.07,,26.336,0,4.094,54.545,40,48,28,22,32,71,6,23.26%,,119
Jessi,44.762,,24.946,6,4.213,40,30.189,67.568,30,26,47,105,4,28.00%,,226
LaggyGlassySky,43.59,,28.138,4,3.902,44.444,52.381,35.417,38,36,51,117,2,18.99%,,265
paperyoshi10,42.276,,28.697,1,4.519,96.296,28.571,25,22,22,52,123,0,29.70%,,125
Bommie,42.177,,28.664,1,4.484,33.333,40,50,60,47,62,147,13,17.24%,,150
legrandort,41.463,,28.926,1,4.667,51.852,33.929,45,39,38,51,123,1,15.48%,,159
BEYBLADEX,40,,25.743,5,3.833,50,31.579,44.444,29,24,36,90,5,19.67%,,117
Floth,39.437,,25.738,2,3.75,36.364,34.286,48,18,17,28,71,1,20.75%,,179
Ephemeral,39.08,,27.115,3,4.118,29.412,40.541,42.424,25,23,34,87,2,17.74%,,109
MoltenAshes,37.931,,28.012,1,4.394,58.824,40.541,24.242,21,19,33,87,2,21.21%,,102
Jakemonkey,36.752,,28.489,1,4.512,44.444,38.095,31.25,32,28,43,117,4,17.65%,,134
Progenitor,35.238,,27.959,1,4.811,40,32.075,37.838,29,24,37,105,5,17.11%,,238
Sheru,35.238,,25.23,3,4.297,40,32.075,37.838,33,29,37,105,4,11.11%,,145
Python,34.483,,24.981,4,3.933,41.176,27.027,39.394,19,19,30,87,0,16.18%,,219
Mayottatoki,33.673,,26.514,2,3.697,26.087,33.333,38.462,29,21,33,98,8,17.39%,,114
Serozero,32.653,,26.347,4,4.104,33.333,35.385,28.846,52,37,48,147,15,11.58%,,236
Dry,29.524,,25.618,3,4.484,20,28.302,35.135,43,30,31,105,13,1.61%,,228
OnlyRevStarlight,26.761,,27.571,0,4.421,36.364,17.143,36,17,12,19,71,5,12.96%,,217
Janoxx,26.531,,25.224,2,3.769,43.478,22.222,20.513,11,9,26,98,2,19.54%,,121
Gua,26.496,,23.706,4,3.806,37.037,28.571,18.75,25,23,31,117,2,8.70%,,141
IAmAsianNoob,26.437,,28.957,1,4.739,23.529,24.324,30.303,11,10,23,87,1,17.11%,,164
Konsumenci,25.556,,25.395,2,4.522,37.5,18.421,27.778,12,9,23,90,3,17.95%,,123
Nefregar,25.352,,26.444,1,3.889,27.273,28.571,20,20,17,18,71,3,1.96%,,200
MD22,20,,31.915,0,5.056,18.75,13.158,27.778,6,6,18,90,0,14.29%,,250
thjalago,19.388,,21.802,4,3.526,8.696,16.667,28.205,17,15,19,98,2,4.94%,,147
JustaWeirdo,13.605,,26.563,2,5.3,10,9.231,21.154,34,20,20,147,14,0.00%,,171
,,,,,,,,,,,,,,,,
2024-05-19,,,,,,,,,,,,,,,,#N/A
AKl,70.4,,22.826,7,3.477,76,68.182,70.588,50,39,88,125,11,65.33%,,4
PoolNoodle,61.24,,26.981,5,4.177,75.862,45.455,71.111,21,18,79,129,3,56.48%,,21
kar72,60.976,,26.404,1,4.307,51.613,64.516,63.333,26,22,75,123,4,54.64%,,20
vsai,55.396,,27.092,4,4.169,80,50,47.059,38,32,77,139,6,44.55%,,62
neoburnz,53.077,,29.297,3,4.855,50,52.239,56.757,30,28,69,130,2,41.00%,,59
Sjoe,52,,26.782,3,4.015,32,60.606,50,13,13,65,125,0,46.43%,,37
Rissa,51.799,,27.017,7,4.083,46.667,46.552,60.784,42,40,72,139,2,32.99%,,47
Mami,51.786,,26.419,6,4.069,59.259,52,45.714,15,14,58,112,1,45.36%,,274
EruisKawaii,46.923,,30.34,2,5.082,46.154,43.284,54.054,21,20,61,130,1,37.61%,,68
JuliAless64,40.65,,28.578,0,4.96,25.806,43.548,50,41,36,50,123,5,17.07%,,79
Serecola,39.535,,30.706,2,4.569,51.724,29.091,44.444,19,18,51,129,1,30.00%,,182
Wuffles,36.923,,31.984,1,5.271,42.308,29.851,45.946,24,22,48,130,2,24.53%,,202
doomchicken,34.821,,27.305,2,4.615,25.926,28,51.429,18,15,39,112,3,25.53%,,78
cafezinho,33.929,,30.159,2,4.816,48.148,28,31.429,30,22,38,112,8,19.51%,,106
LelPop,29.464,,25.382,5,4.212,22.222,32,31.429,33,25,33,112,8,10.13%,,124
Jakemonkey,29.268,,30.915,2,5.222,22.581,30.645,33.333,13,12,36,123,1,21.82%,,134
OnlyRevStarlight,28.462,,34.346,0,5.973,23.077,25.373,37.838,26,22,37,130,4,14.42%,,217
Ephemeral,28.058,,26.637,2,4.615,20,31.034,29.412,18,12,39,139,6,22.31%,,109
paperyoshi10,26.4,,28.774,1,4.212,72,18.182,8.824,15,14,33,125,1,17.27%,,125
Neumann,25.203,,31.377,1,5.258,16.129,22.581,40,22,19,31,123,3,11.88%,,221
MD22,24.806,,34.02,2,5.469,27.586,23.636,24.444,10,10,32,129,0,18.49%,,250
I_am_stoney,21.705,,35.414,0,5.464,24.138,23.636,17.778,23,15,28,129,8,12.26%,,252
x_____________,19.231,,31.637,0,4.8,0,18.182,33.333,1,1,5,26,0,16.00%,,166
TateyamaAyano,14.159,,36.797,1,5.688,8.333,10.638,21.429,17,13,16,113,4,3.13%,,174
KatyushaS,5.6,,27.176,0,3.857,0,3.03,14.706,11,7,7,125,4,0.00%,,207
,,,,,,,,,,,,,,,,
2024-05-23,,,,,,,,,,,,,,,,#N/A
SakurabaRola,63.393,,23.178,7,3.225,61.905,65.306,61.905,38,34,71,112,4,50.00%,,31
GabrielaRobin,52.381,,21.465,3,3.727,52.632,45.455,59.524,28,25,55,105,3,38.96%,,83
yahallonyanpasu,43.434,,20.267,7,3,55,48.485,34.783,25,17,43,99,8,35.14%,,16
rorf,37.5,,24.285,1,3.733,46.429,27.083,43.182,28,25,45,120,3,21.74%,,201
Floth,35.833,,25.136,3,3.512,35.714,14.583,59.091,23,23,43,120,0,20.62%,,179
zental,35.238,,21.189,6,3.919,26.316,34.091,40.476,29,29,37,105,0,10.53%,,156
Kirox,31.313,,25.158,2,4.161,25,27.273,36.957,33,24,31,99,9,10.61%,,175
BigSmo,30.833,,24.856,1,3.703,35.714,20.833,38.636,39,30,37,120,9,8.64%,,230
Janoxx,30.476,,20.413,1,4.062,36.842,31.818,26.19,15,13,32,105,2,21.11%,,121
OnlyWorldDaiStar,29.464,,27.075,0,3.97,57.143,22.449,23.81,31,21,33,112,10,14.81%,,133
Progenitor,29.293,,25.659,3,3.793,40,30.303,23.913,23,20,29,99,3,11.84%,,238
psirockin,25.253,,23.512,4,4.08,20,24.242,28.261,31,21,25,99,10,5.88%,,180
Nefregar,24.107,,26.134,4,3.333,19.048,34.694,14.286,28,26,27,112,2,1.19%,,200
Skychael,24.107,,23.44,3,3.778,9.524,26.531,28.571,21,16,27,112,5,12.09%,,160
Serozero,22.5,,24.45,0,3.63,21.429,20.833,25,27,19,27,120,8,8.60%,,236
JustaWeirdo,18.095,,24.468,2,4.368,10.526,13.636,26.19,24,18,19,105,6,1.23%,,171
,,,,,,,,,,,,,,,,
2024-05-23,,,,,,,,,,,,,,,,#N/A
PoolNoodle,70.588,,24.286,2,3.94,72,79.487,63.636,23,22,84,119,1,64.58%,,21
SakurabaRola,54.545,,24.075,5,3.259,40,53.125,61.702,38,32,54,99,6,36.07%,,31
isabella,54.286,,22.498,4,3.649,70.833,45.833,54.545,21,20,57,105,1,44.05%,,55
BEYBLADEX,43.697,,25.198,6,4.154,44,41.026,45.455,31,28,52,119,3,27.27%,,117
cafezinho,42.857,,25.565,2,4.255,52,51.282,32.727,49,40,51,119,9,15.71%,,106
Floth,41.748,,24.207,4,3.93,35.714,29.167,58.537,24,23,43,103,1,25.32%,,179
KSANTE4700HP,41.748,,24.617,2,3.977,42.857,37.5,46.341,33,24,43,103,9,27.14%,,45
RaidenMei,39.45,,23.329,2,3.721,38.095,37.736,42.857,19,17,43,109,2,28.89%,,275
doomchicken,39.048,,23.852,2,4.122,29.167,39.583,45.455,30,24,41,105,6,22.67%,,78
Progenitor,36.893,,25.484,1,4.395,21.429,37.5,41.463,28,22,38,103,6,21.33%,,238
Ephemeral,35.354,,25.31,1,3.886,35,21.875,44.681,21,19,35,99,2,20.51%,,109
Jessi,35.294,,23.582,4,3.367,38.889,37.5,31.429,14,13,30,85,1,23.94%,,226
Fumiii,33.945,,25.034,1,3.865,28.571,37.736,31.429,31,29,37,109,2,10.26%,,119
rorf,33.333,,22.634,6,3.829,45.833,22.917,39.394,24,19,35,105,5,19.75%,,201
Sheru,33.028,,24.572,0,4.194,38.095,28.302,37.143,34,30,36,109,4,8.00%,,145
Serozero,32.11,,22.464,3,3.4,47.619,28.302,28.571,32,28,35,109,4,9.09%,,236
LaggyGlassySky,29.524,,23.741,2,3.968,20.833,31.25,33.333,20,19,31,105,1,14.12%,,265
Jakemonkey,27.059,,27.203,0,4.043,50,21.875,20,15,13,23,85,2,14.29%,,134
IAmAsianNoob,25.253,,26.511,3,3.56,30,21.875,25.532,17,14,25,99,3,13.41%,,164
JustaWeirdo,23.529,,25.637,0,4.929,28,12.821,29.091,26,21,28,119,5,7.53%,,171
thjalago,21.359,,21.611,4,3.545,21.429,14.583,29.268,16,15,22,103,1,8.05%,,147
BigSmo,21.212,,26.648,2,3.81,25,12.5,25.532,23,12,21,99,11,11.84%,,230
Janoxx,21.176,,20.997,2,3.222,33.333,18.75,17.143,11,11,18,85,0,9.46%,,121
KatyushaS,12.941,,24.15,1,3.818,27.778,0,17.143,12,10,11,85,2,1.37%,,207
,,,,,,,,,,,,,,,,
2024-05-24,,,,,,,,,,,,,,,,#N/A
kar72,66.116,,22.491,8,3.288,68.75,67.857,63.265,31,28,80,121,3,57.78%,,20
neoburnz,57.5,,24.532,3,4.217,45,60.784,59.184,34,32,69,120,2,43.02%,,59
GabrielaRobin,51.786,,24.031,5,3.707,45.455,63.043,43.182,28,23,58,112,5,41.67%,,83
Sjoe,51.429,,22.478,6,3.528,47.059,53.571,52,16,14,36,70,2,40.74%,,37
Mami,48.571,,22.878,2,3.804,26.667,61.224,41.463,17,15,51,105,2,40.91%,,274
Jessi,46.667,,24.871,5,4.054,45,50.98,42.857,33,31,56,120,2,28.74%,,226
zental,44.643,,23.981,6,3.88,36.364,52.174,40.909,38,37,50,112,1,17.57%,,156
Legitted,44.628,,25.978,0,4.111,52.632,40.476,45,19,18,54,121,1,35.29%,,112
doomchicken,40.385,,24.547,6,3.548,38.095,35.135,45.652,29,23,42,104,6,25.33%,,78
Ephemeral,39.669,,24.275,3,3.75,18.75,35.714,51.02,32,31,48,121,1,19.10%,,109
mahzrunner,39.669,,25.473,5,3.938,42.105,26.19,48.333,31,25,48,121,6,25.56%,,143
comete,38.095,,23.395,3,3.825,40,34.694,41.463,37,23,40,105,14,25.00%,,98
OnlyWorldDaiStar,36.607,,26.084,1,3.927,72.727,28.261,27.273,42,32,41,112,10,12.86%,,133
MrWolf,36.538,,23.02,4,3.684,42.857,18.919,47.826,30,20,38,104,10,24.32%,,103
Floth,35.632,,24.628,3,3.323,16.667,33.333,44.444,23,21,31,87,2,15.63%,,179
Dry,34.711,,22.194,4,3.786,37.5,33.929,34.694,52,42,42,121,10,0.00%,,228
rorf,34.286,,23.48,4,3.792,23.529,17.857,60,18,18,24,70,0,11.54%,,201
uomi,33.333,,23.263,2,4.086,26.667,30.612,39.024,19,18,35,105,1,19.77%,,104
IAmAsianNoob,32.5,,27.612,0,5.103,30,35.294,30.612,19,17,39,120,2,21.78%,,164
SaikiChan,32.184,,22.271,3,3.357,33.333,23.077,41.667,12,11,28,87,1,22.67%,,115
Konsumenci,31.429,,22.494,3,3.773,29.412,25,40,13,13,22,70,0,15.79%,,123
Sheru,31.034,,22.253,6,3.074,33.333,25.641,36.111,21,18,27,87,3,13.64%,,145
Progenitor,29.752,,25.682,2,4.417,26.316,42.857,21.667,30,24,36,121,6,13.19%,,238
thjalago,25.962,,23.264,3,3.852,19.048,21.622,32.609,19,18,27,104,1,10.59%,,147
Unborned,23.81,,22.124,3,3.88,6.667,32.653,19.512,33,20,25,105,13,6.94%,,155
JustaWeirdo,21.667,,25.834,3,4.731,20,19.608,24.49,24,20,26,120,4,6.25%,,171
Chemist,21.154,,24.637,0,3.955,9.524,18.919,28.261,8,7,22,104,1,15.63%,,277
legrandort,20.661,,26.439,2,4.76,31.579,14.286,21.667,19,18,25,121,1,6.86%,,159
psirockin,18.571,,29.093,2,5,5.882,10.714,36,17,11,13,70,6,3.77%,,180
KatyushaS,16.092,,23.196,0,4.071,16.667,17.949,13.889,17,12,14,87,5,2.86%,,207
hubcioskubcio,16.071,,26.271,0,4.833,18.182,19.565,11.364,17,16,18,112,1,2.11%,,170
TateyamaAyano,6.612,,24.449,0,4.375,12.5,7.143,4.082,27,8,8,121,19,0.00%,,174
,,,,,,,,,,,,,,,,
2024-05-29,,,,,,,,,,,,,,,,#N/A
