player name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate,rigs,rigs hit,correct count,song count,Rigs missed,Offlist GR,,
Janoxx,31.765,8.962,26.74,0,3.704,64.286,40.741,15.909,14,13,27,85,1,19.72%,,121
psirockin,29.293,7.992,28.99,2,4.241,41.667,17.143,32.5,35,27,29,99,8,3.13%,,180
ranny,27.059,9.353,26.255,5,3.609,57.143,11.111,27.273,21,17,23,85,4,9.38%,,338
Porte,26.882,7.019,28.916,3,4.28,13.043,30.769,32.258,15,10,25,93,5,19.23%,,349
MD22,26.733,4.845,31.044,0,4.889,17.647,29.268,27.907,6,6,27,101,0,22.11%,,250
Naizuri,26.263,5.899,30.683,1,4.731,23.077,23.81,29.545,23,17,26,99,6,11.84%,,344
xeyz,26.126,5.557,30.999,1,4.621,40,30.435,15.556,63,24,29,111,39,10.42%,,335
Serozero,25.743,8.129,25.74,3,4.038,35.294,21.951,25.581,23,20,26,101,3,7.69%,,236
JustaWeirdo,23.232,6.178,27.749,3,4.565,7.692,16.667,34.091,18,17,23,99,1,7.41%,,171
hubcioskubcio,21,3.495,26.238,0,5.238,6.25,21.277,27.027,26,20,21,100,6,1.35%,,170
,,,,,,,,,,,,,,,,
2025-04-03,,,,,,,,,,,,,,,,#N/A
MahiruShiina,46.429,16.595,26.034,6,3.462,42.857,42,53.659,46,42,52,112,4,15.15%,,70
LiljaKatsuragi,45.133,13.209,28.102,3,3.98,66.667,36.538,45,45,38,51,113,7,19.12%,,144
cafezinho,43.86,15.161,27.545,6,3.58,68.421,46.154,30.233,51,36,50,114,15,22.22%,,106
Zeal_Kido,43.373,17.924,24.576,7,3.167,52.381,50,32.353,31,24,36,83,7,23.08%,,105
Ephemeral,35.398,7.177,29.875,0,4.65,47.619,34.615,30,27,23,40,113,4,19.77%,,109
BijouKoseki,34.513,10.341,28.296,6,4.077,33.333,28.846,42.5,40,30,39,113,10,12.33%,,199
ShelterRin,34.211,9.07,28.953,2,4.103,36.842,36.538,30.233,31,26,39,114,5,15.66%,,217
Jakemonkey,33.735,14.488,27.268,8,3.214,57.143,35.714,17.647,16,16,28,83,0,17.91%,,134
miiarad,33.333,9.13,29.407,4,4.026,52.632,26.923,32.558,18,16,38,114,2,22.92%,,285
Serozero,31.325,9.386,25.87,1,3.769,38.095,39.286,20.588,28,21,26,83,7,9.09%,,236
ss_r_white_pony,30.357,8.823,25.843,2,3.912,0,34,41.463,24,20,34,112,4,15.91%,,291
Naizuri,29.204,6.24,28.226,0,4.606,33.333,30.769,25,32,26,33,113,6,8.64%,,344
Wolbachia,25,7.968,26.52,3,3.786,9.524,22,36.585,18,16,28,112,2,12.77%,,207
psirockin,20.482,6.379,28.758,1,3.882,33.333,14.286,17.647,20,12,17,83,8,7.94%,,180
ranny,18.75,7.309,24.802,4,3.333,19.048,26,9.756,25,16,21,112,9,5.75%,,338
JustaWeirdo,16.667,4.859,28.809,3,4.211,21.053,15.385,16.279,17,12,19,114,5,7.22%,,171
,,,,,,,,,,,,,,,,
2025-04-03,,,,,,,,,,,,,,,,#N/A
AKl,76.433,26.157,25.679,7,3.95,80.769,75.758,75.385,89,80,120,157,9,58.82%,,4
PoolNoodle,70.068,22.369,26.266,3,4.019,68,69.697,71.429,26,25,103,147,1,64.46%,,21
KaedeDayo,51.079,11.489,30.009,0,4.704,74.194,46.667,42.857,34,31,71,139,3,38.10%,,307
Ephemeral,48.921,11.609,28.164,1,4.75,45.161,46.667,52.381,47,43,68,139,4,27.17%,,109
Floth,42.384,11.616,29.059,2,4.422,43.333,32.787,51.667,31,27,64,151,4,30.83%,,179
ShelterRin,42.038,9.241,28.492,0,4.833,23.077,37.879,53.846,44,37,66,157,7,25.66%,,217
LiljaKatsuragi,41.722,10.428,29.8,1,4.476,30,44.262,45,58,45,63,151,13,19.35%,,144
MrWolf,40.397,13.546,26.492,5,4.082,46.667,44.262,33.333,52,38,61,151,14,23.23%,,103
Python,40.288,12.272,27.556,5,4.429,41.935,35.556,42.857,40,38,56,139,2,18.18%,,219
Wolbachia,36.735,11.031,26.958,2,4.315,16,33.333,50,31,28,54,147,3,22.41%,,207
OnlyWorldDaiStar,36.691,6.943,29.918,1,5.098,64.516,20,34.921,57,33,51,139,24,21.95%,,133
_nadeshiko,35.762,8.755,29.356,1,4.574,53.333,27.869,35,20,18,54,151,2,27.48%,,330
VuhrCulls,35.669,6.321,28.821,0,5.161,38.462,31.818,38.462,44,41,56,157,3,13.27%,,223
Pizza420,34.014,8.998,28.995,0,4.46,52,30.303,30.357,41,28,50,147,13,20.75%,,374
miiarad,31.293,5.409,29.298,0,5.13,32,33.333,28.571,23,21,46,147,2,20.16%,,285
ranny,26.752,6.006,28.617,1,4.929,38.462,24.242,24.615,36,24,42,157,12,14.88%,,338
,,,,,,,,,,,,,,,,
2025-04-03,,,,,,,,,,,,,,,,#N/A
CarbonatedLove,68.817,25.864,26.717,6,3.312,50,70.732,71.429,44,37,64,93,7,55.10%,,31
wideFrogeWorried,63.78,17.428,29.013,3,4.037,55.556,66.667,63.793,45,42,81,127,3,47.56%,,128
Nephirea,61.29,11.889,29.792,3,4.882,56.522,58.491,66.667,33,32,76,124,1,48.35%,,318
Fumiii,57.258,11.142,29.66,0,4.873,47.826,54.717,64.583,57,55,71,124,2,23.88%,,119
Floth,51.754,12.342,29.81,3,4.458,50,48.936,56.098,29,27,59,114,2,37.65%,,179
denero,51.163,9.822,30.715,0,4.833,60,49.057,50,33,26,66,129,7,41.67%,,140
KNotAnyMore,49.612,12.589,30.453,6,4.578,55,49.057,48.214,47,40,64,129,7,29.27%,,324
doomchicken,46.281,10.764,29.451,3,4.571,52.381,38.596,53.488,41,37,56,121,4,23.75%,,78
_Shadow,44.961,8.941,29.727,2,4.948,35,37.736,55.357,47,37,58,129,10,25.61%,,319
chaabdu92,42.982,11.329,29.828,2,4.286,57.692,44.681,31.707,31,28,49,114,3,25.30%,,97
Akaze,42.975,14.177,27.431,8,3.981,42.857,42.105,44.186,60,38,52,121,22,22.95%,,35
rorf,41.935,12.72,27.805,3,3.872,20,46.341,42.857,20,16,39,93,4,31.51%,,201
legrandort,41.935,7.323,30.519,0,5.135,52.174,32.075,47.917,39,38,52,124,1,16.47%,,159
miiarad,40.496,8.317,30.227,0,4.714,47.619,38.596,39.535,30,28,49,121,2,23.08%,,285
Naizuri,40.31,7.007,31.837,0,5.038,65,45.283,26.786,38,33,52,129,5,20.88%,,344
Jakemonkey,40.157,11.095,29.029,4,4.157,27.778,41.176,43.103,30,29,51,127,1,22.68%,,134
qwecocacola,37.719,7.021,30.778,1,4.93,42.308,44.681,26.829,27,24,43,114,3,21.84%,,376
CM02,33.333,7.73,29.385,0,4.29,50,43.902,19.048,26,24,31,93,2,10.45%,,157
Skychael,33.071,8.962,28.785,1,4.048,33.333,25.49,39.655,28,23,42,127,5,19.19%,,160
Nefregar,31.405,5.564,32.62,1,5.053,42.857,29.825,27.907,42,33,38,121,9,6.33%,,200
xeyz,30.702,5.032,31.608,2,5.2,38.462,42.553,12.195,76,32,35,114,44,7.89%,,335
JustaWeirdo,27.419,8.207,28.031,6,4.5,21.739,20.755,37.5,29,25,34,124,4,9.47%,,171
2skr,22.047,5.053,29.597,0,4.429,22.222,19.608,24.138,25,21,28,127,4,6.86%,,334
erzakuran,2.151,0.417,33.495,0,5,0,4.878,0,10,2,2,93,8,0.00%,,378
,,,,,,,,,,,,,,,,
2025-04-03,,,,,,,,,,,,,,,,#N/A
kar72,60.8,18.844,27.932,4,3.882,65.217,58.537,60.656,34,31,76,125,3,49.45%,,20
yahallonyanpasu,59.13,22.009,24.223,8,3.529,73.684,69.767,45.283,32,29,68,115,3,46.99%,,16
Maki04,52.525,15.284,28.319,5,4.135,63.636,53.659,44.444,36,29,52,99,7,36.51%,,113
CureWink,52.525,15.976,28,5,4.038,50,51.22,55.556,35,35,52,99,0,26.56%,,220
wideFrogeWorried,42.708,9.682,28.235,1,4.585,20.69,56,50,22,22,41,96,0,25.68%,,128
Nephirea,42.105,11.724,29.369,1,3.925,43.75,33.333,48.837,20,20,40,95,0,26.67%,,318
Progenitor,41.667,8.678,30.162,1,4.775,37.931,64,30.952,29,27,40,96,2,19.40%,,238
Wolbachia,39.2,11.607,27.492,2,4.082,21.739,39.024,45.902,31,26,49,125,5,24.47%,,207
Chemist,38.261,10.416,26.462,2,4.295,47.368,34.884,37.736,17,17,44,115,0,27.55%,,277
Python,38.095,15.412,26.705,6,3.312,26.667,33.333,46.154,26,25,32,84,1,12.07%,,219
MD22,35.652,7.083,30.52,0,4.756,42.105,37.209,32.075,6,6,41,115,0,32.11%,,250
OnlyWorldDaiStar,34.4,9.638,29.236,2,4.233,56.522,24.39,32.787,50,33,43,125,17,13.33%,,133
yasashiikumo,34.375,8.085,29.643,2,4.667,31.034,64,19.048,25,21,33,96,4,16.90%,,241
psirockin,33.913,9.6,28.77,1,4.128,57.895,25.581,32.075,35,27,39,115,8,15.00%,,180
Floth,33.333,11.287,29.741,1,3.571,46.667,30,30.769,16,15,28,84,1,19.12%,,179
SaikiChan,32.632,10.861,28.348,3,3.774,25,27.778,39.535,14,12,31,95,2,23.46%,,115
legrandort,32.143,8.181,29.856,0,4.074,20,40,30.769,20,19,27,84,1,12.50%,,159
VuhrCulls,30.303,8.106,27.688,2,4.4,22.727,41.463,22.222,26,25,30,99,1,6.85%,,223
Janoxx,29.474,15.476,23.516,9,2.643,50,27.778,23.256,17,17,28,95,0,14.10%,,121
JustaWeirdo,28.283,7.945,26.942,2,4.321,18.182,21.951,41.667,22,21,28,99,1,9.09%,,171
qwecocacola,27.2,6.347,30.031,0,4.559,30.435,34.146,21.311,24,21,34,125,3,12.87%,,376
ranny,22.917,6.99,29.14,3,4.318,31.034,20,19.048,18,14,22,96,4,10.26%,,338
a_hooman,13.684,4.608,28.032,2,3.846,6.25,16.667,13.953,24,13,13,95,11,0.00%,,174
2skr,10.714,3.268,27.643,0,3.667,0,20,7.692,9,7,9,84,2,2.67%,,334
,,,,,,,,,,,,,,,,
2025-04-04,,,,,,,,,,,,,,,,#N/A
JuliAless64,60.993,17.519,27.687,3,4.047,60,61.765,60.417,63,57,86,141,6,37.18%,,79
Ephemeral,56.954,14.62,28.626,5,4.407,57.895,54.237,59.259,48,43,86,151,5,41.75%,,109
MahiruShiina,52.448,14.37,28.72,4,4.28,46.154,49.275,60.417,67,55,75,143,12,26.32%,,70
denero,52.258,11.866,29.735,1,4.494,36,52.439,60.417,45,38,81,155,7,39.09%,,140
LiljaKatsuragi,50.35,12.02,29.981,3,4.528,53.846,52.174,45.833,59,52,72,143,7,23.81%,,144
Zeal_Kido,50.331,14.633,27.935,6,4.263,57.895,47.458,48.148,58,45,76,151,13,33.33%,,105
Python,48.387,12.425,28.121,5,4.387,52,45.122,52.083,50,47,75,155,3,26.67%,,219
Tapumomo_,44.755,9.682,29.397,2,4.734,42.308,37.681,56.25,46,42,64,143,4,22.68%,,146
Progenitor,43.972,12.196,29.159,4,4.21,32,52.941,37.5,45,40,62,141,5,22.92%,,238
ShelterRin,38.71,8.915,29.34,1,4.6,36,36.585,43.75,26,23,60,155,3,28.68%,,217
Wolbachia,36.424,9.853,26.948,4,4.4,31.579,25.424,51.852,41,37,55,151,4,16.36%,,207
BijouKoseki,34.043,6.924,29.572,0,4.771,20,30.882,45.833,26,21,48,141,5,23.48%,,199
Pizza420,29.139,5.193,32.351,1,5.182,36.842,18.644,35.185,34,22,44,151,12,18.80%,,374
Porte,29.078,8.771,28.841,6,4.341,40,23.529,31.25,34,26,41,141,8,14.02%,,349
JustaWeirdo,22.581,3.56,29.477,1,5.286,12,18.293,35.417,28,23,35,155,5,9.45%,,171
a_hooman,16.084,3.409,30.556,1,4.957,15.385,11.594,22.917,33,20,23,143,13,2.73%,,174
,,,,,,,,,,,,,,,,
2025-04-04,,,,,,,,,,,,,,,,#N/A
PoolNoodle,76.699,27.764,26.277,12,3.81,76.19,74.286,78.723,21,21,79,103,0,70.73%,,21
Rissa,62.376,21.591,27.088,10,3.905,75,60,60,48,46,63,101,2,32.08%,,47
Wuffles,58.678,12.022,30.554,2,4.873,63.158,64.583,51.852,28,25,71,121,3,49.46%,,202
LiljaKatsuragi,51.24,11.079,30.162,3,4.903,47.368,45.833,57.407,48,41,62,121,7,28.77%,,144
Floth,49.558,12.547,30.595,2,4.411,45,42.222,58.333,32,28,56,113,4,34.57%,,179
Ephemeral,48.673,12.885,30.123,2,4.345,50,42.222,54.167,34,32,55,113,2,29.11%,,109
cafezinho,48.544,11.509,28.274,1,4.62,57.143,54.286,40.426,50,42,50,103,8,15.09%,,106
ShelterRin,44.628,7.059,30.413,0,5.333,42.105,37.5,51.852,30,25,54,121,5,31.87%,,217
redeyes,39.604,9.184,28.977,1,4.6,56.25,40,33.333,35,24,40,101,11,24.24%,,191
Serozero,38.835,9.168,27.815,4,4.775,28.571,42.857,40.426,35,29,40,103,6,16.18%,,236
Pizza420,37.168,8.683,31.026,1,4.595,25,26.667,52.083,31,24,42,113,7,21.95%,,374
Zozo,33.663,10.624,26.624,3,4.059,12.5,37.5,37.778,30,23,34,101,7,15.49%,,149
Naizuri,28.099,3.18,31.686,0,5.794,31.579,25,29.63,27,21,34,121,6,13.83%,,344
BijouKoseki,26.733,5.595,29.132,1,4.963,25,30,24.444,22,14,27,101,8,16.46%,,199
psirockin,23.301,3.559,30.448,1,5.458,28.571,14.286,27.66,19,14,24,103,5,11.90%,,180
a_hooman,10.753,2.43,29.602,1,4.8,5.882,5.556,17.5,19,7,10,93,12,4.05%,,174
,,,,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,,,,,,,#N/A
MahiruShiina,55.556,18.21,26.83,8,3.657,50,52.83,60.377,64,51,70,126,13,30.65%,,70
Floth,47.692,16.45,28.882,6,3.581,47.619,40.625,57.778,41,38,62,130,3,26.97%,,179
Progenitor,43.077,12.571,27.831,3,3.929,28.571,53.125,35.556,42,36,56,130,6,22.73%,,238
LiljaKatsuragi,42.857,10.982,29.696,2,4.093,55,49.057,32.075,45,36,54,126,9,22.22%,,144
KaedeDayo,42.553,11.427,30.189,5,4.183,66.667,34.286,45.283,36,33,60,141,3,25.71%,,307
Zeal_Kido,41.221,11.84,27.935,5,3.981,46.667,44.068,36.842,39,28,54,131,11,28.26%,,105
rorf,41.135,11.67,26.994,5,4.086,38.889,45.714,35.849,36,30,58,141,6,26.67%,,201
Serozero,36.17,9.354,29.435,4,4.314,33.333,42.857,28.302,43,34,51,141,9,17.35%,,236
Wolbachia,35.878,10.82,28.173,4,3.894,20,30.508,45.614,34,28,47,131,6,19.59%,,207
Naizuri,35.714,9.054,30.129,4,4.222,60,32.075,30.189,42,37,45,126,5,9.52%,,344
ShelterRin,34.351,8.449,28.743,2,4.289,33.333,33.898,35.088,26,21,45,131,5,22.86%,,217
Porte,25.954,7.776,26.671,4,4.118,13.333,28.814,26.316,32,23,34,131,9,11.11%,,349
BijouKoseki,25.385,5.683,27.461,1,4.424,19.048,20.312,35.556,32,17,33,130,15,16.33%,,199
JustaWeirdo,19.858,3.599,30.271,0,4.964,33.333,10,28.302,23,20,28,141,3,6.78%,,171
2skr,18.462,6.367,27.43,4,3.792,9.524,17.188,24.444,21,18,24,130,3,5.50%,,334
a_hooman,18.254,5.052,29.716,2,4.087,25,11.321,22.642,33,23,23,126,10,0.00%,,174
,,,,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,,,,,,,#N/A
PoolNoodle,73.718,21.898,27.771,5,4.096,61.29,77.049,76.562,24,23,115,156,1,69.70%,,21
CarbonatedLove,63.846,22.635,26.517,3,3.542,61.538,75.926,52,62,46,83,130,16,54.41%,,31
Ephemeral,54.11,12.982,30.034,2,4.443,53.846,60.526,43.182,56,54,79,146,2,27.78%,,109
cafezinho,49.265,13.135,29.654,4,4.418,48.148,42.105,57.692,53,43,67,136,10,28.92%,,106
wideFrogeWorried,48.529,13.303,30.098,5,4.409,51.852,49.123,46.154,35,31,66,136,4,34.65%,,128
miiarad,42.949,9.678,30.63,1,4.716,48.387,36.066,46.875,32,32,67,156,0,28.23%,,285
ShelterRin,41.026,7.336,31.203,0,4.984,38.71,42.623,40.625,37,31,64,156,6,27.73%,,217
LiljaKatsuragi,40.411,8.475,30.25,0,4.695,42.308,38.158,43.182,55,45,59,146,10,15.38%,,144
tskr,38.971,7.926,31.124,1,4.925,44.444,33.333,42.308,57,40,53,136,17,16.46%,,328
Jakemonkey,35.385,11.699,28.787,5,3.935,46.154,35.185,30,31,28,46,130,3,18.18%,,134
oolli,33.562,8.836,29.583,3,4.531,42.308,31.579,31.818,46,33,49,146,13,16.00%,,172
psirockin,30.882,10.735,28.053,5,3.929,29.63,35.088,26.923,50,33,42,136,17,10.47%,,180
_Shadow,30.137,6.665,29.909,3,4.795,23.077,27.632,38.636,33,27,44,146,6,15.04%,,319
Serozero,26.923,7.84,28.632,1,4.114,26.923,29.63,24,37,30,35,130,7,5.38%,,236
2skr,20,6.463,27.524,2,3.885,7.692,27.778,18,21,19,26,130,2,6.42%,,334
a_hooman,17.308,3.448,29.393,0,4.889,25.806,18.033,12.5,39,23,27,156,16,3.42%,,174
,,,,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,,,,,,,#N/A
CureWink,60,19.886,27.517,10,3.722,52,60,65,28,28,72,120,0,47.83%,,220
Floth,49.324,14.467,29.021,6,3.959,40.741,48.387,54.237,43,38,73,148,5,33.33%,,179
Ephemeral,48.78,15.425,26.796,5,3.65,52,41.667,54,42,38,60,123,4,27.16%,,109
Swapin,44.595,11.007,29.543,1,4.197,44.444,48.387,40.678,44,40,66,148,4,25.00%,,325
ShelterRin,41.606,9.366,29.961,2,4.439,43.478,37.313,46.809,37,33,57,137,4,24.00%,,217
Lakumix,40.146,13.134,28.015,9,3.8,34.783,41.791,40.426,42,38,55,137,4,17.89%,,286
Python,39.837,13.702,26.658,8,3.531,44,41.667,36,32,28,49,123,4,23.08%,,219
miiarad,37.226,9.351,28.552,2,4.235,56.522,31.343,36.17,26,25,51,137,1,23.42%,,285
AitsukiNakuru,37.226,9.216,29.777,2,4.314,52.174,34.328,34.043,60,40,51,137,20,14.29%,,366
OnlyWorldDaiStar,36.486,9.337,28.475,3,4.204,66.667,35.484,23.729,54,37,54,148,17,18.09%,,133
_Shadow,32.5,6.236,27.978,0,4.641,32,21.818,47.5,34,30,39,120,4,10.47%,,319
Hachiman215,30.081,8.388,28.53,3,3.946,52,29.167,20,46,30,37,123,16,9.09%,,110
legrandort,27.5,5.554,29.717,1,4.697,32,29.091,22.5,26,25,33,120,1,8.51%,,159
2skr,26.016,9.483,25.936,7,3.469,32,20.833,28,22,21,32,123,1,10.89%,,334
PotassiumF,21.622,5.067,30.82,0,4.344,33.333,16.129,22.034,29,21,32,148,8,9.24%,,367
a_hooman,15.833,3.736,30.109,1,4.684,32,10.909,12.5,31,15,19,120,16,4.49%,,174
,,,,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,,,,,,,#N/A
Emdiel,54.73,16.242,28.086,6,4.123,42.308,58.209,56.364,68,58,81,148,10,28.75%,,88
MahiruShiina,48.148,17.001,26.378,5,3.646,54.167,42.424,53.333,47,41,65,135,6,27.27%,,70
HistoriaReiss,43.333,17.064,27.616,9,3.615,46.154,50.943,31.707,31,27,52,120,4,28.09%,,37
Progenitor,43.243,11.623,28.384,3,4.344,42.308,55.224,29.091,43,38,64,148,5,24.76%,,238
rorf,40.171,13.708,27.901,4,3.894,33.333,48,34.694,28,28,47,117,0,21.35%,,201
Zeal_Kido,39.316,12.144,28.273,2,4.065,38.889,38,40.816,35,28,46,117,7,21.95%,,105
qwecocacola,38.462,9.696,28.893,3,4.489,33.333,44,34.694,32,31,45,117,1,16.47%,,376
Bommie,37.838,8.267,29.501,2,4.75,42.308,35.821,38.182,58,46,56,148,12,11.11%,,150
hmsuis,34.074,9.532,29.712,2,4.174,54.167,30.303,28.889,27,21,46,135,6,23.15%,,276
Janoxx,31.667,12.825,26.91,8,3.632,69.231,18.868,24.39,15,15,38,120,0,21.90%,,121
tskr,30.769,7.238,30.971,3,4.722,50,26,28.571,35,24,36,117,11,14.63%,,328
Serozero,28.889,9.153,27.826,1,3.872,58.333,24.242,20,35,29,39,135,6,10.00%,,236
Konsumenci,26.667,9.375,29.261,5,4,38.462,22.642,24.39,20,14,32,120,6,18.00%,,123
Naizuri,24.167,5.541,31.76,1,4.655,38.462,20.755,19.512,30,23,29,120,7,6.67%,,344
2skr,22.297,6.484,28.694,3,4.242,26.923,23.881,18.182,26,22,33,148,4,9.02%,,334
ranny,20.741,6.331,29.065,3,4.143,41.667,18.182,13.333,24,18,28,135,6,9.01%,,338
,,,,,,,,,,,,,,,,
2025-04-05,,,,,,,,,,,,,,,,#N/A
AKl,64.103,23.115,26.811,8,3.973,62.5,63.158,65.909,50,40,75,117,10,52.24%,,4
neoburnz,60.8,16.973,27.44,4,4.553,58.333,67.308,55.102,38,34,76,125,4,48.28%,,59
CarbonatedLove,54.808,18.751,26.201,5,4,54.167,63.415,46.154,36,28,57,104,8,42.65%,,31
MahiruShiina,52.525,17.871,26.001,3,4.038,44.444,61.905,46.154,38,36,52,99,2,26.23%,,70
Progenitor,50.442,11.788,27.966,3,4.842,52.174,56.522,43.182,38,37,57,113,1,26.67%,,238
CureIdol,50.442,11.108,28.297,2,4.895,39.13,54.348,52.273,37,34,57,113,3,30.26%,,265
cafezinho,48.485,15.111,27.42,4,4.292,50,35.714,61.538,34,30,48,99,4,27.69%,,106
Floth,48.077,15.137,30.093,4,4.24,54.167,46.341,46.154,27,26,50,104,1,31.17%,,179
LiljaKatsuragi,48,10.673,29.677,1,4.85,66.667,38.462,48.98,45,39,60,125,6,26.25%,,144
Maki04,46.903,10.253,28.737,1,4.925,56.522,41.304,47.727,41,33,53,113,8,27.78%,,113
FaLiLV,45.556,15.377,25.76,2,3.902,76.471,30.952,48.387,16,16,41,90,0,33.78%,,83
Flato,44.444,9.559,28.828,0,4.827,62.5,36.842,47.727,33,27,52,117,6,29.76%,,327
ShelterRin,37.6,7.089,30.75,1,5.319,29.167,36.538,42.857,20,18,47,125,2,27.62%,,217
Dry,36.364,10.199,26.977,3,4.583,38.889,38.095,33.333,35,32,36,99,3,6.25%,,228
florenz,35.897,9.076,29.441,1,4.69,81.25,31.579,25,35,25,42,117,10,20.73%,,369
qwecocacola,35.398,5.505,28.397,0,5.475,34.783,36.957,34.091,23,23,40,113,0,18.89%,,376
Skychael,35.354,10.937,25.16,2,4.286,50,28.571,35.897,28,24,35,99,4,15.49%,,160
Janoxx,33.333,12.866,23.494,3,3.733,52.941,28.571,29.032,15,15,30,90,0,20.00%,,121
IAmAsianNoob,32.692,7.59,29.575,2,4.853,25,34.146,35.897,24,21,34,104,3,16.25%,,164
Porte,30.4,7.846,28.222,2,4.868,25,28.846,34.694,28,25,38,125,3,13.40%,,349
Nefregar,28.205,6.718,28.61,2,4.758,25,28.07,29.545,34,31,33,117,3,2.41%,,200
Serozero,24.038,7.969,28.298,2,4.2,29.167,14.634,30.769,22,17,25,104,5,9.76%,,236
AnotherWish,22.222,5.544,27.896,1,4.65,23.529,19.048,25.806,23,16,20,90,7,5.97%,,260
rorf,18.889,6.776,27.372,3,4.059,11.765,21.429,19.355,16,14,17,90,2,4.05%,,201
,,,,,,,,,,,,,,,,
2025-04-06,,,,,,,,,,,,,,,,#N/A
Ephemeral,58.462,15.532,27.266,5,4.158,71.429,51.667,62.5,42,41,76,130,1,39.77%,,109
Progenitor,53.237,16.616,28.105,9,3.878,57.143,59.016,45.614,49,47,74,139,2,30.00%,,238
hmsuis,46.763,12.148,28.64,4,4.215,42.857,49.18,45.614,36,32,65,139,4,32.04%,,276
_Shadow,45.255,11.566,29.359,3,4.226,43.478,36.364,54.237,42,36,62,137,6,27.37%,,319
rorf,42.336,12.925,26.953,7,4,60.87,34.545,42.373,26,22,58,137,4,32.43%,,201
AmamiyaSora,42.188,9.836,30.823,2,4.333,65,34,41.379,46,36,54,128,10,21.95%,,168
oolli,41.727,10.688,29.032,2,4.241,28.571,44.262,43.86,62,52,58,139,10,7.79%,,172
ShiroganeLily,41.538,12.913,25.57,7,3.963,50,28.333,53.571,46,39,54,130,7,17.86%,,326
Lakumix,39.844,10.531,27.831,6,4.314,35,38,43.103,34,33,51,128,1,19.15%,,286
Bommie,39.062,7.26,30.617,0,4.7,35,42,37.931,57,36,50,128,21,19.72%,,150
Patoche49,36.719,6.765,30.119,0,4.745,35,36,37.931,29,27,47,128,2,20.20%,,259
miiarad,32.117,7.559,30.884,4,4.614,43.478,29.091,30.508,33,32,44,137,1,11.54%,,285
OnlyWorldDaiStar,31.538,7.229,30.249,3,4.585,85.714,26.667,23.214,52,25,41,130,27,20.51%,,133
KasumiYozora,28.467,6.958,30.092,1,4.333,39.13,23.636,28.814,29,22,39,137,7,15.74%,,322
IAmAsianNoob,23.846,3.846,28.992,0,5.097,28.571,20,26.786,27,22,31,130,5,8.74%,,164
a_hooman,15.108,4.558,28.066,2,4,14.286,8.197,22.807,38,18,21,139,20,2.97%,,174
,,,,,,,,,,,,,,,,
2025-04-06,,,,,,,,,,,,,,,,#N/A
Thaleko,68.478,26.816,26.943,13,3.476,80,59.091,75.758,28,27,63,92,1,56.25%,,52
Emdiel,57.831,19.515,27.464,5,3.812,55.556,51.111,68.966,47,38,48,83,9,27.78%,,88
CarbonatedLove,55.789,20.28,26.942,7,3.566,33.333,54.348,64.865,42,36,53,95,6,32.08%,,31
LiljaKatsuragi,52.991,12.518,29.142,2,4.435,65.217,51.923,47.619,54,45,62,117,9,26.98%,,144
MahiruShiina,52.427,15.223,27.565,3,3.907,45.455,46.809,64.706,56,44,54,103,12,21.28%,,70
CureWink,51.818,14.379,29.073,3,4.123,56.522,41.509,64.706,22,21,57,110,1,40.91%,,220
Flato,50.602,13.025,29.512,2,4.262,33.333,51.111,55.172,33,26,42,83,7,32.00%,,327
Bommie,48.718,9.954,28.909,1,4.649,43.478,50,50,51,45,57,117,6,18.18%,,150
Floth,48.544,14.513,28.744,2,3.82,40.909,38.298,67.647,26,24,50,103,2,33.77%,,179
rorf,48.052,17.794,25.309,5,3.595,55,44.444,46.667,26,22,37,77,4,29.41%,,201
Progenitor,47.368,14.553,28.918,3,3.911,50,58.696,32.432,33,29,45,95,4,25.81%,,238
legrandort,40.964,11.145,29.353,4,4.382,33.333,37.778,48.276,27,27,34,83,0,12.50%,,159
miiarad,40.909,11.464,28.763,4,4.178,56.522,32.075,44.118,27,25,45,110,2,24.10%,,285
Zeal_Kido,40.449,14.102,24.116,3,3.75,37.5,37.5,48,34,25,36,89,9,20.00%,,105
_Shadow,40.171,8.005,29.587,0,4.723,47.826,32.692,45.238,32,29,47,117,3,21.18%,,319
TBDhater,40,9.665,29.169,1,4.316,33.333,34.783,48.649,37,33,38,95,4,8.62%,,205
Spitzell,38.182,10.958,28.36,4,4.143,43.478,37.736,35.294,35,31,42,110,4,14.67%,,176
HistoriaReiss,35.065,12.058,25.91,3,3.852,25,44.444,33.333,16,12,27,77,4,24.59%,,37
Chemist,33.708,8.882,26.647,1,4.3,45.833,27.5,32,11,9,30,89,2,26.92%,,277
Konsumenci,33.708,8.986,26.948,2,4.4,54.167,17.5,40,15,14,30,89,1,21.62%,,123
xeyz,33.333,9.293,29.526,4,4.308,30.435,46.154,19.048,79,36,39,117,43,7.89%,,335
Naizuri,29.213,8.278,27.385,2,4.308,16.667,30,40,22,20,26,89,2,8.96%,,344
qwecocacola,27.711,6.55,29.021,1,4.609,33.333,26.667,27.586,21,17,23,83,4,9.68%,,376
tskr,27.174,6.603,28.954,2,4.52,26.667,20.455,36.364,30,19,25,92,11,9.68%,,328
