Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
322.0,Catge,82.9,0.308,0.306,0.081,0.956,0.467,0.152,0.124,61.0,57.0,9.0,0.333,0.159,0.225,0.958,0.178,0.93,0.968,0.0,0.537,10,27.0,24.0,4.0,82.9
325.0,Swapin,105.24,0.41,0.405,0.225,1.0,0.538,0.352,0.195,14.0,11.0,0.0,0.379,0.187,0.276,0.915,0.389,0.82,0.937,0.04,0.622,5,14.0,11.0,0.0,105.24
326.0,pomo,103.33,0.401,0.379,0.206,0.944,0.563,0.333,0.189,58.0,50.0,2.0,0.443,0.128,0.339,0.873,0.367,0.84,0.895,0.08,0.653,10,22.0,30.0,1.0,103.33
327.0,Flato,111.91,0.44,0.498,0.16,1.0,0.574,0.349,0.284,25.0,21.0,1.0,0.373,0.292,0.282,0.898,0.222,0.889,0.86,0.067,0.654,9,25.0,21.0,1.0,111.91
328.0,tskr,94.43,0.361,0.336,0.146,0.963,0.507,0.23,0.154,14.0,17.0,2.0,0.421,0.111,0.385,0.768,0.389,0.667,0.868,0.067,0.621,6,14.0,17.0,2.0,94.43
330.0,_nadeshiko,101.97,0.395,0.387,0.198,0.944,0.566,0.341,0.206,13.0,18.0,0.0,0.202,0.308,0.135,0.977,0.324,0.967,0.956,0.033,0.643,6,13.0,18.0,0.0,101.97
334.0,2skr,88.33,0.333,0.259,0.169,0.933,0.564,0.286,0.105,96.0,97.0,1.0,0.236,0.126,0.156,0.975,0.311,0.91,0.995,0.04,0.694,10,22.0,34.0,0.0,88.33
335.0,xeyz,84.88,0.317,0.3,0.031,0.911,0.478,0.167,0.108,94.0,82.0,1.0,0.432,0.04,0.601,0.396,0.322,0.55,0.447,0.0,0.664,10,25.0,27.0,1.0,84.88
336.0,fiftypercentweeb,94.05,0.359,0.392,0.125,1.0,0.5,0.143,0.184,2.0,3.0,0.0,0.382,0.12,0.278,0.915,0.111,1.0,1.0,0.4,0.527,1,2.0,3.0,0.0,94.05
338.0,ranny,96.6,0.371,0.258,0.292,0.87,0.592,0.349,0.105,19.0,15.0,0.0,0.248,0.118,0.204,0.904,0.556,0.667,0.912,0.067,0.752,6,19.0,15.0,0.0,96.6
343.0,inta,82.68,0.307,0.275,0.088,0.933,0.503,0.219,0.108,28.0,30.0,2.0,0.249,0.115,0.183,0.941,0.228,0.91,0.958,0.02,0.592,10,25.0,27.0,2.0,82.68
344.0,Naizuri,99.49,0.384,0.385,0.181,0.978,0.557,0.333,0.174,57.0,56.0,2.0,0.364,0.188,0.256,0.937,0.172,0.93,0.963,0.18,0.599,10,29.0,27.0,1.0,99.49
347.0,Selaph,117.23,0.465,0.472,0.312,0.889,0.594,0.452,0.316,7.0,4.0,0.0,0.342,0.348,0.222,0.972,0.333,1.0,0.947,0.1,0.666,2,7.0,4.0,0.0,117.23
348.0,Heleos,97.76,0.376,0.363,0.131,0.967,0.546,0.3,0.195,86.0,61.0,2.0,0.37,0.158,0.256,0.941,0.322,0.91,0.953,0.0,0.631,10,33.0,22.0,0.0,97.76
349.0,Porte,93.75,0.358,0.301,0.2,0.933,0.568,0.31,0.147,70.0,60.0,3.0,0.305,0.164,0.22,0.937,0.322,0.89,0.968,0.02,0.665,10,31.0,24.0,2.0,93.75
351.0,kabigon,133.6,0.539,0.665,0.312,0.778,0.503,0.476,0.474,4.0,2.0,0.0,0.684,0.663,0.413,1.0,0.0,1.0,1.0,0.6,0.473,1,4.0,2.0,0.0,133.6
353.0,Solosion,102.48,0.398,0.43,0.125,0.956,0.527,0.333,0.174,9.0,18.0,0.0,0.321,0.298,0.213,0.966,0.256,0.98,0.979,0.08,0.565,5,9.0,18.0,0.0,102.48
356.0,Isekaijoucho,95.95,0.368,0.377,0.088,0.967,0.535,0.262,0.168,24.0,28.0,1.0,0.345,0.22,0.32,0.801,0.25,0.84,0.863,0.04,0.625,10,24.0,28.0,1.0,95.95
357.0,chommy,90.9,0.345,0.29,0.169,0.956,0.543,0.329,0.082,121.0,120.0,7.0,0.228,0.19,0.145,0.986,0.289,0.99,0.995,0.0,0.674,10,25.0,31.0,0.0,90.9
358.0,mangoss,108.96,0.427,0.482,0.169,0.978,0.514,0.338,0.211,29.0,32.0,5.0,0.499,0.266,0.352,0.908,0.244,0.91,0.9,0.06,0.567,10,25.0,25.0,4.0,108.96
363.0,Wiwmek,70.05,0.25,0.132,0.094,0.972,0.582,0.143,0.059,10.0,12.0,0.0,0.145,0.038,0.25,0.711,0.222,0.85,0.947,0.0,0.691,4,10.0,12.0,0.0,70.05
364.0,I_dont_like_loli,73.71,0.267,0.217,0.062,0.889,0.497,0.095,0.0,3.0,2.0,0.0,0.184,0.12,0.167,0.901,0.222,1.0,1.0,0.0,0.599,1,3.0,2.0,0.0,73.71
366.0,AitsukiNakuru,108.35,0.424,0.454,0.188,0.989,0.519,0.248,0.247,40.0,49.0,1.0,0.58,0.165,0.451,0.821,0.383,0.76,0.842,0.08,0.591,10,24.0,32.0,1.0,108.35
367.0,PotassiumF,93.41,0.356,0.36,0.119,0.922,0.491,0.252,0.168,65.0,70.0,3.0,0.426,0.168,0.282,0.956,0.244,0.96,0.947,0.06,0.542,10,26.0,26.0,3.0,93.41
368.0,arpia97,73.88,0.267,0.187,0.125,1.0,0.543,0.095,0.053,2.0,4.0,0.0,0.184,0.065,0.23,0.789,0.222,0.5,0.895,0.0,0.724,1,2.0,4.0,0.0,73.88
369.0,florenz,99.26,0.383,0.414,0.088,0.978,0.531,0.333,0.179,16.0,12.0,0.0,0.258,0.361,0.222,0.882,0.178,0.86,0.895,0.08,0.611,5,16.0,12.0,0.0,99.26
370.0,Andrey_K,93.59,0.357,0.292,0.219,0.889,0.552,0.333,0.145,7.0,4.0,0.0,0.329,0.109,0.226,0.951,0.389,0.95,1.0,0.0,0.615,2,7.0,4.0,0.0,93.59
373.0,harges,108.21,0.424,0.466,0.195,0.986,0.558,0.411,0.214,24.0,18.0,1.0,0.349,0.329,0.219,0.984,0.16,1.0,0.993,0.15,0.549,8,24.0,18.0,1.0,108.21
376.0,qwecocacola,93.63,0.357,0.384,0.106,1.0,0.487,0.262,0.134,49.0,53.0,2.0,0.362,0.247,0.244,0.954,0.139,0.95,0.958,0.08,0.546,10,27.0,28.0,1.0,93.63
378.0,erzakuran,59.81,0.203,0.103,0.038,0.678,0.472,0.119,0.016,29.0,38.0,2.0,0.134,0.025,0.12,0.931,0.144,0.9,0.968,0.02,0.592,10,26.0,26.0,2.0,59.81
379.0,CipherKai,123.65,0.494,0.561,0.219,1.0,0.565,0.481,0.305,39.0,46.0,2.0,0.638,0.234,0.416,0.945,0.283,0.96,0.968,0.1,0.579,10,27.0,25.0,2.0,123.65
381.0,Goko8765,87.66,0.33,0.213,0.188,0.963,0.614,0.27,0.114,10.0,7.0,0.0,0.285,0.058,0.28,0.808,0.444,0.833,0.86,0.0,0.726,3,10.0,7.0,0.0,87.66
382.0,Shiku,82.09,0.305,0.316,0.0,1.0,0.533,0.119,0.118,6.0,4.0,0.0,0.23,0.136,0.198,0.894,0.111,0.9,1.0,0.0,0.615,2,6.0,4.0,0.0,82.09
388.0,Tsuni,77.33,0.283,0.196,0.062,0.889,0.487,0.095,0.105,3.0,2.0,0.0,0.25,0.033,0.333,0.676,0.5,0.5,0.789,0.0,0.694,1,3.0,2.0,0.0,77.33
389.0,sharet,102.64,0.398,0.426,0.188,0.8,0.51,0.352,0.174,11.0,17.0,0.0,0.324,0.32,0.219,0.958,0.256,0.96,0.979,0.08,0.546,5,11.0,17.0,0.0,102.64
393.0,Kyuuuu,90.62,0.343,0.327,0.138,0.922,0.518,0.262,0.132,22.0,33.0,0.0,0.347,0.13,0.263,0.906,0.25,0.96,0.932,0.0,0.581,10,22.0,33.0,0.0,90.62
394.0,Komari,116.68,0.462,0.521,0.238,0.956,0.549,0.381,0.274,31.0,24.0,1.0,0.466,0.275,0.311,0.946,0.233,0.96,0.963,0.3,0.562,10,29.0,21.0,1.0,116.68
395.0,LordGrond,82.16,0.305,0.243,0.138,0.856,0.562,0.224,0.087,95.0,68.0,2.0,0.238,0.095,0.151,0.987,0.222,0.98,0.995,0.02,0.631,10,33.0,21.0,0.0,82.16
398.0,kabao,97.09,0.373,0.33,0.125,0.889,0.589,0.333,0.053,3.0,3.0,0.0,0.25,0.152,0.19,0.93,0.5,1.0,0.895,0.0,0.643,1,3.0,3.0,0.0,97.09
399.0,ElJuanchi,68.78,0.244,0.242,0.036,0.841,0.392,0.102,0.038,18.0,18.0,1.0,0.199,0.141,0.141,0.964,0.064,0.971,0.962,0.0,0.466,7,18.0,18.0,1.0,68.78
400.0,Vr0003,92.58,0.352,0.328,0.125,0.75,0.515,0.226,0.151,14.0,7.0,0.0,0.434,0.141,0.367,0.813,0.361,0.8,0.921,0.0,0.613,4,14.0,7.0,0.0,92.58
401.0,Spartric,79.72,0.294,0.281,0.044,0.933,0.495,0.119,0.108,39.0,31.0,1.0,0.362,0.083,0.331,0.8,0.139,0.92,0.874,0.02,0.583,10,27.0,28.0,0.0,79.72
403.0,AnnaYanami,106.9,0.418,0.445,0.188,0.967,0.55,0.405,0.192,32.0,25.0,0.0,0.354,0.292,0.219,0.99,0.233,0.96,0.989,0.02,0.607,10,32.0,25.0,0.0,106.9
404.0,anatharax,81.05,0.3,0.228,0.119,0.822,0.542,0.219,0.097,18.0,34.0,3.0,0.299,0.042,0.217,0.934,0.322,0.91,0.947,0.0,0.595,10,18.0,34.0,3.0,81.05
405.0,anicomi,81.33,0.301,0.246,0.1,0.911,0.524,0.19,0.118,94.0,90.0,2.0,0.318,0.079,0.275,0.852,0.244,0.85,0.932,0.0,0.626,10,27.0,30.0,0.0,81.33
407.0,Bullymel36,82.77,0.308,0.236,0.094,0.889,0.585,0.286,0.039,5.0,5.0,0.0,0.237,0.065,0.163,0.965,0.306,1.0,1.0,0.0,0.606,2,5.0,5.0,0.0,82.77
410.0,FoopyPoopy,77.08,0.282,0.226,0.094,0.9,0.512,0.162,0.076,100.0,107.0,4.0,0.289,0.057,0.201,0.954,0.239,0.97,0.979,0.02,0.551,10,31.0,27.0,0.0,77.08
413.0,zokie,95.64,0.366,0.362,0.141,0.917,0.518,0.238,0.151,7.0,15.0,0.0,0.293,0.212,0.222,0.919,0.292,0.975,0.908,0.1,0.632,4,7.0,15.0,0.0,95.64
416.0,OkitaNobu,84.87,0.317,0.255,0.119,0.911,0.522,0.214,0.103,29.0,31.0,1.0,0.282,0.105,0.287,0.792,0.356,0.81,0.853,0.02,0.658,10,24.0,30.0,1.0,84.87
417.0,YellowRose,87.27,0.328,0.291,0.141,0.917,0.518,0.202,0.086,7.0,13.0,0.0,0.316,0.087,0.258,0.88,0.333,0.9,0.961,0.0,0.603,4,7.0,13.0,0.0,87.27
419.0,keysha18,87.84,0.331,0.324,0.042,1.0,0.499,0.175,0.123,8.0,6.0,1.0,0.32,0.159,0.225,0.944,0.315,0.967,0.947,0.0,0.57,3,8.0,6.0,1.0,87.84
420.0,OSXtrafton,65.48,0.229,0.101,0.062,1.0,0.528,0.063,0.035,6.0,10.0,0.0,0.105,0.025,0.254,0.662,0.352,0.767,0.842,0.0,0.684,3,6.0,10.0,0.0,65.48
426.0,brandon_K,66.1,0.232,0.124,0.069,0.956,0.575,0.11,0.042,34.0,57.0,0.0,0.112,0.059,0.088,0.963,0.144,0.96,0.995,0.02,0.656,10,22.0,36.0,0.0,66.1
428.0,SaoriHayami,76.2,0.278,0.269,0.05,0.889,0.431,0.086,0.053,9.0,15.0,1.0,0.263,0.102,0.259,0.823,0.189,0.86,0.926,0.0,0.57,5,9.0,15.0,1.0,76.2
429.0,Nunuchu42,63.0,0.218,0.084,0.055,0.861,0.618,0.101,0.026,14.0,29.0,0.0,0.105,0.008,0.117,0.905,0.167,0.888,0.928,0.0,0.703,8,14.0,29.0,0.0,63.0
430.0,HaruUrara,104.16,0.405,0.385,0.238,0.889,0.59,0.362,0.213,34.0,31.0,0.0,0.301,0.237,0.229,0.917,0.3,0.88,0.942,0.14,0.663,10,28.0,25.0,0.0,104.16
431.0,Luna,76.64,0.28,0.24,0.125,0.944,0.428,0.155,0.059,11.0,10.0,0.0,0.164,0.185,0.119,0.965,0.208,0.925,1.0,0.05,0.567,4,11.0,10.0,0.0,76.64
437.0,Loomi,87.9,0.331,0.232,0.203,0.944,0.579,0.357,0.072,11.0,11.0,1.0,0.345,0.027,0.264,0.901,0.375,0.9,0.974,0.0,0.616,4,11.0,11.0,1.0,87.9
441.0,Dav1d1,90.9,0.345,0.289,0.206,0.944,0.551,0.333,0.076,45.0,29.0,1.0,0.338,0.07,0.225,0.963,0.306,0.96,0.958,0.02,0.597,10,34.0,19.0,1.0,90.9
442.0,Efe,83.62,0.312,0.271,0.125,1.0,0.61,0.095,0.263,1.0,4.0,0.0,0.197,0.12,0.135,0.972,0.167,1.0,0.895,0.0,0.672,1,1.0,4.0,0.0,83.62
445.0,Feynox_,88.21,0.333,0.31,0.125,0.778,0.509,0.286,0.118,6.0,4.0,1.0,0.368,0.136,0.282,0.894,0.222,0.95,0.974,0.0,0.566,2,6.0,4.0,1.0,88.21
446.0,Hotpot,77.14,0.282,0.232,0.078,0.944,0.509,0.19,0.046,7.0,14.0,0.0,0.217,0.076,0.214,0.852,0.208,0.925,0.855,0.0,0.614,4,7.0,14.0,0.0,77.14
450.0,Zarelyyyx,77.28,0.283,0.246,0.125,0.852,0.493,0.159,0.053,3.0,13.0,0.0,0.259,0.105,0.198,0.925,0.148,0.9,0.93,0.0,0.588,3,3.0,13.0,0.0,77.28
455.0,l_elf10,75.78,0.276,0.179,0.062,0.889,0.552,0.238,0.0,3.0,2.0,0.0,0.092,0.087,0.183,0.775,0.278,0.7,1.0,0.0,0.764,1,3.0,2.0,0.0,75.78
462.0,hakohoka,65.14,0.227,0.107,0.104,0.852,0.574,0.159,0.009,14.0,19.0,1.0,0.143,0.022,0.09,0.993,0.157,1.0,1.0,0.0,0.616,6,14.0,19.0,1.0,65.14
463.0,Gabetin,93.03,0.354,0.352,0.088,0.967,0.53,0.276,0.166,78.0,91.0,2.0,0.447,0.103,0.345,0.866,0.217,0.92,0.895,0.04,0.577,10,24.0,32.0,0.0,93.03
464.0,Najeem,78.15,0.287,0.234,0.069,0.9,0.544,0.195,0.095,32.0,29.0,0.0,0.304,0.027,0.266,0.854,0.172,0.88,0.937,0.0,0.615,10,27.0,29.0,0.0,78.15
466.0,metak,84.43,0.315,0.268,0.1,0.933,0.535,0.195,0.132,48.0,46.0,2.0,0.328,0.087,0.267,0.877,0.261,0.91,0.905,0.0,0.64,10,29.0,27.0,1.0,84.43
467.0,Caramel36,83.85,0.313,0.24,0.119,0.933,0.579,0.238,0.089,42.0,58.0,2.0,0.312,0.035,0.217,0.949,0.306,0.96,0.963,0.0,0.625,10,24.0,31.0,1.0,83.85
468.0,MisheruDesu,84.75,0.317,0.254,0.146,0.889,0.608,0.222,0.132,12.0,5.0,0.0,0.303,0.065,0.217,0.939,0.204,0.933,0.982,0.0,0.657,3,12.0,5.0,0.0,84.75
471.0,Dovixx,74.39,0.27,0.205,0.115,0.833,0.488,0.198,0.07,16.0,18.0,0.0,0.285,0.072,0.202,0.946,0.194,0.95,0.947,0.0,0.539,6,16.0,18.0,0.0,74.39
472.0,Whales6978,62.16,0.214,0.163,0.0,0.556,0.425,0.032,0.053,4.0,12.0,0.0,0.189,0.058,0.249,0.761,0.148,0.967,0.877,0.0,0.554,3,4.0,12.0,0.0,62.16
474.0,Nomu,69.31,0.246,0.122,0.042,0.907,0.538,0.127,0.026,15.0,16.0,2.0,0.162,0.013,0.245,0.739,0.398,0.533,0.868,0.0,0.721,6,15.0,16.0,2.0,69.31
476.0,ThePieGod,70.69,0.253,0.179,0.094,0.5,0.49,0.214,0.079,8.0,3.0,1.0,0.276,0.038,0.218,0.908,0.139,1.0,1.0,0.0,0.568,2,8.0,3.0,1.0,70.69
477.0,FurLain,98.72,0.38,0.318,0.188,1.0,0.562,0.31,0.079,7.0,4.0,0.0,0.27,0.168,0.183,0.965,0.556,0.85,1.0,0.0,0.691,2,7.0,4.0,0.0,98.72
478.0,jaimeywea,98.9,0.381,0.407,0.106,0.956,0.514,0.286,0.195,34.0,29.0,1.0,0.414,0.259,0.293,0.924,0.194,0.95,0.953,0.1,0.566,10,32.0,25.0,1.0,98.9
479.0,WatchPotat,48.24,0.15,0.032,0.0,0.889,0.429,0.0,0.0,0.0,5.0,0.0,0.039,0.0,0.071,0.915,0.0,1.0,0.947,0.0,0.667,1,0.0,5.0,0.0,48.24
480.0,NMapper,112.43,0.443,0.401,0.32,1.0,0.593,0.47,0.211,17.0,27.0,1.0,0.375,0.183,0.297,0.875,0.438,0.688,0.901,0.15,0.713,8,17.0,27.0,1.0,112.43
481.0,Tugia,92.81,0.353,0.335,0.141,0.903,0.513,0.28,0.109,22.0,23.0,0.0,0.344,0.194,0.212,0.991,0.292,0.988,1.0,0.05,0.571,8,22.0,23.0,0.0,92.81
508.0,JaneRemover,68.68,0.244,0.194,0.062,1.0,0.436,0.238,0.053,2.0,3.0,0.0,0.25,0.0,0.19,0.93,0.056,0.8,0.947,0.0,0.524,1,2.0,3.0,0.0,68.68
509.0,pekorrat,80.65,0.298,0.24,0.042,0.926,0.55,0.175,0.079,9.0,9.0,0.0,0.254,0.098,0.257,0.817,0.278,0.9,0.895,0.0,0.672,3,9.0,9.0,0.0,80.65
